"","year","unique_id","ccode","state_name","event_num_all","event_num","start","stop","alt_start","alt_stop","num_before_46","left_censored","new_tc","new_tc_dummy","num_tc","area","area_1000","area_1000_log","country_age","durable","elf","exist_tc","first_tc","first_tc_alt","first_tc_count","lmtnest","sf","sf_onset","state_fail","tc_persists_alt","tc_tally","Devel","birth_type","rivals_thom","rivals_gd","hs_capacity","kills_mean","kills_median","ciri_disap","ciri_kill","ciri_polpris","ciri_tort","pts_amnesty","pts_state","pts_hrw","hath_tort","ucdp_low","ucdp_best","ucdp_high","polity","polity2","polity_democ","polity_autoc","v2x_polyarchy","v2x_libdem","v2x_partipdem","v2x_egaldem","acd_inter_ongoing","acd_inter_onset","acd_intra_ongoing","acd_intra_onset","acd_any_ongoing","acd_any_onset","wbgdp2011est","wbgdppc2011est","wbpopest","sdpest","hrp_mean","hrp_sd","lag_hrp","hrp1","hrp2","hrp3","hrp4","hrp5","lag_num_tc","lag_hrp1","lag_hrp2","lag_hrp3","lag_hrp4","lag_hrp5"
"437",1961,435.1961,435,"Mauritania",1,1,1,2,1,2,0,0,0,0,0,1043783,1043.782959,6.950606853,2,1,0.625,0,0,0,2,0,0,0,0,0,0,0,1,1,0,-0.571500003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,2,6,0.232,0.13,0.088,0.179,0,0,0,0,0,0,20.973,7.154,13.82,19.03,0.230916689,0.538778163,0.208508621,0.799793692,0.444879324,0.633368345,0.108608524,0.307999508,0,0.036793817,0.058950387,0.61892915,0.518943061,0.122034712
"438",1961,93.1961,93,"Nicaragua",4,1,15,16,15,16,3,1,0,0,0,128883,128.8829956,4.858904982,121,25,0.40200001,0,NA,1,NA,2.332144022,0,0,0,0,3,0.006319288,5,2,0,-1.299000025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-8,0,8,0.169,0.04,0.036,0.035,0,0,0,0,0,0,22.785,8.505,14.28,22.535,0.107649253,0.463459041,0.11136363,0.287367251,0.618652905,-0.442677266,-0.285453888,-0.657682141,0,-0.032118301,-0.17566435,0.899576527,-0.50102689,0.202294835
"439",1961,436.1961,436,"Niger",1,1,1,2,1,2,0,0,0,0,0,1188523,1188.522949,7.080466596,2,1,0.637000024,0,0,0,2,1.131402135,0,0,0,0,0,0.000229916,1,0,0,-0.787500024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,0,3,0.23,0.153,0.093,0.17,0,0,0,0,0,0,22.469,7.396,15.073,21.354,0.557376784,0.553550743,0.508504086,0.861160738,1.20559997,0.323931032,0.125265725,0.708988556,0,0.901584444,-0.827301382,1.335572319,0.731340978,0.372168153
"440",1961,475.1961,475,"Nigeria",1,1,1,2,1,2,0,0,0,0,0,914291,914.2910156,6.818148919,2,1,0.805000007,0,0,0,2,1.223775506,0,0,0,0,0,0.005589804,1,1,0,-0.900600016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,0,0.253,0.188,0.17,0.124,0,0,0,0,0,0,25.553,7.997,17.556,25.093,-0.438306337,0.403025887,-0.398552636,-0.840888295,0.238253355,-0.333720123,-0.086241356,-0.203877941,0,-0.618186611,-0.404011599,-0.600352631,-0.408552631,-1.248140666
"441",1961,770.1961,770,"Pakistan",2,2,13,14,14,15,0,0,0,0,0,1017998,1017.997986,6.925593219,15,3,0.532000005,0,NA,1,NA,3.784189701,0,0,0,0,1,0.019170975,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.126,0.072,0.026,0.096,0,0,0,0,0,0,25.027,7.016,18.012,20.914,-1.962266139,0.19841318,-1.942401371,-2.152738598,-1.930966434,-1.476933291,-1.945333887,-1.885492453,0,-1.996016788,-1.766341265,-1.772431975,-2.105154702,-2.19164398
"442",1961,150.1961,150,"Paraguay",2,2,13,14,15,16,0,1,0,0,0,400653,400.6530151,5.993095754,146,7,0.131999999,0,NA,1,NA,0.741937339,0,0,0,0,1,0.002599418,5,0,0,-0.815699995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9,0.123,0.039,0.047,0.042,0,0,0,0,0,0,22.207,7.771,14.437,21.587,-0.821719918,0.481262295,-0.607799882,-0.326524246,-0.874159882,-0.993923909,-1.885730776,-0.108243645,0,-0.339724134,-1.180733626,0.028578979,0.032224107,-1.159175883
"443",1961,840.1961,840,"Philippines",2,2,14,15,15,16,0,0,0,0,0,294202,294.2019958,5.684266592,16,11,0.160999998,0,NA,1,NA,3.104586601,0,0,0,0,1,0.051687378,3,0,0,-0.047460001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1,0.418,0.284,0.259,0.196,0,0,0,0,0,0,24.929,7.82,17.109,24.349,-0.363981267,0.358211972,-0.382598533,-1.225778677,0.284766527,-0.890600396,-0.666641952,-0.080266438,0,-0.145596517,0.239231405,0.314422631,-0.665515164,-0.228736372
"444",1961,670.1961,670,"SaudiArabia",1,1,15,16,15,16,0,1,0,0,0,1963227,1963.227051,7.582344853,30,35,0.552999973,0,0,0,30,2.525728703,0,0,0,0,0,1.873494744,3,2,1,-0.69690001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-10,0,10,0.018,0.033,0.013,0.064,0,0,0,0,0,0,24.243,8.976,15.267,24.094,0.376969413,0.495335965,0.407504953,0.396574206,-0.018429389,-0.092012178,-0.255921188,1.200674457,0,0.726087452,0.219225758,0.812686599,1.228655884,-0.217775259
"445",1961,451.1961,451,"SierraLeone",1,1,0,1,0,1,0,0,0,0,0,72952,72.95200348,4.289801738,1,0,0.763999999,0,0,0,1,0.993251801,0,0,0,0,0,0.001450886,1,0,0,-0.697300017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,0,0.353,0.184,0.141,0.127,0,0,0,0,0,0,21.767,7.162,14.606,19.872,0.265138427,0.54040394,NA,0.437605771,0.067426955,-0.102994648,0.035417768,-0.117460886,0,NA,NA,NA,NA,NA
"446",1961,830.1961,830,"Singapore",1,1,2,3,2,3,0,0,0,0,0,555,0.555000007,-0.588787153,3,2,0.388000011,0,0,0,3,0,0,0,0,0,0,0.593438387,3,0,NA,0.215499997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.379,0.286,0.071,0.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"447",1961,520.1961,520,"Somalia",1,1,1,2,1,2,0,0,0,0,0,640484,640.4840088,6.462224154,2,1,0.811999977,0,0,0,2,2.610069752,0,0,0,0,0,0.00015999,1,1,1,-1.082000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,0,0.361,0.232,0.155,0.151,0,0,0,0,0,0,22.598,7.689,14.909,21.902,0.240480878,0.519812794,0.219165249,1.068423164,0.003053889,-0.769128098,-0.345905825,0.934806512,0,1.181945482,-0.020192686,0.058450487,1.350751154,0.088258419
"448",1961,560.1961,560,"SouthAfrica",1,1,15,16,15,16,0,1,0,0,0,2053301,2053.301025,7.627204033,52,51,0.879999995,0,0,0,52,2.163322926,0,0,0,0,0,1.293259859,3,0,0,-0.1919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,7,3,0.183,0.101,0.132,0.045,0,0,0,0,0,0,25.492,8.841,16.652,25.32,-1.260687738,0.23411039,-1.171461417,-1.412604124,-1.647632067,-0.913639818,-0.914896579,-1.275019515,0,-0.537315925,-1.085255598,-1.414992849,-0.748035737,-1.069311707
"449",1961,817.1961,817,"SouthVietnam",2,2,6,7,7,8,0,0,0,0,1,170073,170.072998,5.136227745,8,6,0.232999995,1,NA,1,NA,NA,0,0,0,1,1,0.001931576,5,2,0,-0.617799997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4,0.297,0.176,0.174,0.143,0,0,1,0,1,0,15.483,0.32,16.457,0,-1.799338599,0.212829414,-1.792542436,-1.628864525,-1.610645761,-1.693321833,-2.096995929,-1.741396895,1,-1.748305851,-1.521513961,-1.849198283,-1.826589048,-1.831365611
"450",1961,652.1961,652,"Syria",1,1,15,16,15,16,0,0,0,0,0,188436,188.4360046,5.238758451,16,0,0.58099997,0,0,0,16,1.85629797,0,0,0,0,0,0.003137097,3,6,2,0.195700005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,2,-88,-88,0.087,0.066,0.057,0.121,0,0,0,0,0,0,23.492,8.172,15.32,23.121,-0.374791547,0.35111901,-0.331446636,0.179316019,-0.880337908,-0.835167495,-0.857919537,-0.614891836,0,0.433227035,-0.855608888,0.058970679,0.017117408,0.072851835
"451",1961,510.1961,510,"Tanzania",1,1,0,1,0,1,0,0,0,0,0,944923,944.9229736,6.851103415,1,0,0.953000009,0,0,0,1,3.122364998,0,0,0,0,0,0.001425817,1,0,0,-0.317799985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-6,0,6,0.222,0.201,0.075,0.222,0,0,0,0,0,0,23.168,7.044,16.125,20.044,-0.439937273,0.405970671,NA,-0.104812963,-0.236488101,-0.627863694,-0.61278383,0.108932924,0,NA,NA,NA,NA,NA
"452",1961,461.1961,461,"Togo",1,1,1,2,1,2,0,0,0,0,0,57485,57.48500061,4.051524055,2,1,0.883000016,0,0,0,2,0,0,0,0,0,0,0.000486826,1,1,0,-0.754100025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-6,0,6,0.279,0.121,0.154,0.182,0,0,0,0,0,0,21.344,7.138,14.207,19.298,0.437081737,0.553721522,0.404902351,0.949825932,-0.240021334,-0.270692192,0.09271323,0.543925385,0,1.031371741,0.996043236,0.335970263,1.249217221,0.295902982
"453",1961,640.1961,640,"Turkey",1,1,15,16,15,16,0,1,0,0,0,781079,781.0789795,6.660676271,40,0,0.298999995,0,0,0,40,4.280824184,0,0,0,0,0,0.121859983,6,2,1,0.847000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,0,0.189,0.114,0.13,0.179,0,0,0,0,0,0,25.659,8.54,17.119,25.418,-0.38432557,0.361318917,-0.345082416,-0.1102947,-0.73407617,-0.149287504,-0.543381725,-0.246047553,0,-1.091500157,-0.303833195,-0.048346104,-0.525835081,-0.172490925
"454",1961,165.1961,165,"Uruguay",5,1,15,16,15,16,4,1,0,0,0,178357,178.3569946,5.183787129,132,9,0.217999995,0,NA,1,NA,0,0,0,0,0,4,0.021856872,3,0,0,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,0,0.78,0.662,0.581,0.621,0,0,0,0,0,0,23.741,9.025,14.716,23.599,0.049372056,0.43870842,0.079177831,0.17485289,-0.059148016,-0.43809065,0.135045766,-0.48871305,0,0.139364549,0.050859521,-0.403188899,0.518602414,0.66052414
"455",1961,101.1961,101,"Venezuela",4,1,15,16,15,16,3,1,0,0,0,916782,916.7819824,6.820869693,132,3,0.48300001,0,NA,1,NA,3.104586601,0,0,0,0,3,4.002202511,2,1,0,0.329699993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,1,0.669,0.52,0.411,0.459,0,0,0,0,0,0,25.199,9.334,15.865,25.097,-0.016495229,0.424244934,-0.026814714,0.07037338,0.761904259,-0.620334122,-0.590803761,1.087264402,0,-0.379972894,0.080924731,-0.620905202,0.269625223,-0.325583896
"456",1961,490.1961,490,"ZaireDRC",2,2,0,1,1,2,0,0,1,1,4,2342043,2342.042969,7.758778891,2,0,0.933000028,1,NA,1,NA,1.648658633,1,NA,1,1,4,0.00841675,1,0,0,-1.453999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77,0,-77,-77,0.291,0.17,0.169,0.11,0,0,0,0,0,0,24.179,7.636,16.543,23.426,-1.81777243,0.221683367,-1.741863486,-2.04902698,-2.155444057,-1.451495903,-1.759413048,-1.980482238,4,-1.959502694,-1.634607795,-1.91136206,-1.633553599,-1.671923878
"457",1962,760.1962,760,"Bhutan",1,1,13,14,13,14,0,0,0,0,0,39991,39.99100113,3.688654457,14,55,0.605000019,0,0,0,14,4.557029724,0,0,0,0,0,0.076944701,1,0,NA,0.192300007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-10,0,10,0.033,0.127,0.028,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.006082636,0.919188937,1.942642865,1.831062637,1.443847874,2.07555681,2.022284882,3.422021573,0,0.688390828,1.184341615,0.446717043,1.584571891,1.040923814
"458",1962,140.1962,140,"Brazil",7,1,16,17,16,17,9,1,0,0,0,8523620,8523.620117,9.050596426,141,0,0.549000025,0,NA,1,NA,1.4109869,0,0,0,0,9,0.181718946,4,1,0,0.107000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,0,0.406,0.289,0.26,0.162,0,0,0,0,0,0,26.332,8.216,18.116,25.981,-0.744262206,0.311991076,-0.586826346,-0.390885196,-0.739676284,-0.866987942,-0.752446292,-0.681938153,0,-0.691704433,-0.54520537,-0.403980843,-0.587051766,-0.156261245
"459",1962,439.1962,439,"BurkinaFaso",1,1,2,3,2,3,0,0,0,0,0,274009,274.0090027,5.613160962,3,2,0.703999996,0,0,0,3,0,0,0,0,0,0,0.00032794,1,1,0,-0.517499983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,-7,0,7,0.407,0.248,0.12,0.311,0,0,0,0,0,0,22.179,6.823,15.356,0,1.256273889,0.592635107,1.229101736,0.308967426,1.768980909,0.871592875,0.063027997,0.945240238,0,1.02302215,0.834987714,1.251827567,0.925612701,1.208303317
"460",1962,775.1962,775,"Burma",5,5,0,1,14,15,0,0,0,0,6,670372,670.3720093,6.507832796,15,0,0.522000015,1,NA,1,NA,3.600048304,0,0,0,1,11,0.027715759,1,0,0,-1.06400001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-6,0,6,0.201,0.058,0.096,0.081,0,0,1,0,1,0,23.293,6.409,16.886,0,-1.777102256,0.206379474,-1.779450788,-1.630793798,-1.749838988,-1.685604574,-2.02046278,-1.640140294,6,-1.731019552,-2.038125135,-1.956803007,-1.972254613,-1.675532181
"461",1962,811.1962,811,"Cambodia",1,1,8,9,8,9,0,0,0,0,0,182847,182.8470001,5.208649738,9,6,0.186000004,0,0,0,9,0.693147182,0,0,0,0,0,0.000875606,1,1,1,0.04623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9,0.297,0.156,0.096,0.146,0,0,0,0,0,0,22.769,7.226,15.544,21.172,-1.334393061,0.226591305,-1.324941632,-1.589762782,-1.363021507,-1.440692999,-1.212634475,-1.206916285,0,-1.7637528,-1.414869547,-1.199630057,-1.604108117,-1.478782533
"462",1962,483.1962,483,"Chad",1,1,2,3,2,3,0,0,0,0,0,1279119,1279.119019,7.153926854,3,2,0.772000015,0,0,0,3,2.251291752,0,0,0,0,0,0.000222442,1,0,0,-1.343999982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-8,0,8,0.218,0.107,0.054,0.11,0,0,0,0,0,0,22.378,7.458,14.921,21.379,-0.369539259,0.428226338,-0.272942774,-0.559874343,0.05479174,-0.570634669,-0.451846871,-0.262285593,0,-0.701364423,-0.928509174,0.874202339,-0.187239627,-0.64915375
"463",1962,100.1962,100,"Colombia",2,1,16,17,16,17,1,1,0,0,0,1142726,1142.725952,7.041171873,133,5,0.656000018,0,NA,1,NA,3.640214205,0,0,0,0,1,0.205884412,5,1,0,-0.168699995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,0,0.389,0.255,0.141,0.13,0,0,0,0,0,0,25.009,8.392,16.617,24.723,-1.386264576,0.226058658,-1.377707684,-1.485702905,-1.591924527,-1.070949912,-1.650029347,-1.869941419,0,-1.497430564,-0.988829602,-1.553685022,-1.946113841,-1.268347835
"464",1962,94.1962,94,"CostaRica",2,2,13,14,16,17,0,1,0,0,0,51403,51.40299988,3.939696534,123,43,0.238000005,0,NA,1,NA,3.144152403,0,0,0,0,1,0.021734666,5,1,0,0.508300006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,0,0.723,0.63,0.461,0.547,0,0,0,0,0,0,22.638,8.539,14.1,22.397,1.071133275,0.597346161,0.944373489,0.915906006,0.774445335,1.155367248,1.822391494,1.719420292,0,-0.010480815,-0.091760371,0.408191124,0.731375185,1.70090793
"465",1962,530.1962,530,"Ethiopia",2,2,0,1,16,17,0,1,0,0,1,1256379,1256.379028,7.135989075,22,16,0.75999999,1,NA,1,NA,4.268297672,0,0,0,1,1,0.000527963,6,1,1,-1.44599998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9,0.094,0.038,0.026,0.038,0,0,0,0,0,0,23.426,6.466,16.961,0,-1.22819459,0.238958969,-1.151661972,-1.174480307,-1.592793031,-1.374381319,-1.149328595,-1.106639521,1,-1.41429615,-1.151578027,-0.915595202,-1.562210379,-1.31429983
"466",1962,481.1962,481,"Gabon",1,1,2,3,2,3,0,0,0,0,0,262447,262.446991,5.570049123,3,2,0.856999993,0,0,0,3,0.067658648,0,0,0,0,0,0.035931207,1,0,0,-0.591400027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,-7,0,7,0.213,0.117,0.101,0.103,0,0,0,0,0,0,21.802,8.731,13.071,21.607,1.628740946,0.638024859,1.566330829,2.059558049,2.103679347,1.631333875,1.115746793,2.387070333,0,1.86079105,1.075343075,1.078298515,0.768688489,0.774681171
"467",1962,452.1962,452,"Ghana",1,1,5,6,5,6,0,0,0,0,0,240586,240.5859985,5.483077608,6,2,0.846000016,0,0,0,6,0,0,0,0,0,0,0.003557192,1,3,0,-0.202999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,2,5,0.294,0.219,0.115,0.223,0,0,0,0,0,0,23.697,7.947,15.751,23.207,-0.078437429,0.418067165,-0.064447269,0.389206433,-0.183845961,-0.624672483,-0.664333296,-0.460637527,0,-0.432471837,0.583590327,1.074027173,-0.752264271,-0.567241239
"468",1962,90.1962,90,"Guatemala",4,1,16,17,16,17,4,1,1,1,1,109654,109.6539993,4.697329948,123,8,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,5,0.003970111,2,0,0,-0.868399978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-5,0,5,0.159,0.076,0.087,0.054,0,0,0,0,0,0,23.354,8.102,15.252,22.951,-1.797430984,0.21148929,-1.77869806,-1.928282827,-1.666540906,-1.985156447,-2.005202543,-1.693983315,1,-1.923626254,-2.107144073,-1.687073293,-1.556965824,-1.823489586
"469",1962,91.1962,91,"Honduras",2,1,16,17,16,17,1,1,0,0,0,112871,112.8710022,4.726245593,123,26,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.003057379,5,1,0,-0.519900024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1,2,0.192,0.099,0.152,0.096,0,0,0,0,0,0,22.319,7.825,14.495,21.743,0.566617247,0.504558111,0.486025588,0.881116133,0.408957626,0.597887347,0.493751273,1.137285219,0,1.115533505,0.220435646,1.032950819,0.296453436,0.224848655
"470",1962,750.1962,750,"India",2,2,14,15,15,16,0,0,0,0,2,3166803,3166.802979,8.060477834,16,12,0.81099999,1,NA,1,NA,2.631888866,0,0,0,1,3,0.120049879,1,2,2,0.124499999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,0,0.652,0.498,0.386,0.425,0,0,0,0,0,0,27.034,7.134,19.9,24.962,-0.332649649,0.375513345,-0.299007856,-0.494214204,-0.45614246,-0.406919213,-0.209040535,0.06474378,2,0.195113987,-0.750155105,-0.178243088,0.103378849,-0.329181388
"471",1962,850.1962,850,"Indonesia",3,3,3,4,16,17,0,1,0,0,0,1478049,1478.04895,7.29847822,18,3,0.765999973,0,NA,1,NA,2.44234705,0,0,0,0,2,0.092609353,5,2,0,-0.885100007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-5,0,5,0.207,0.094,0.098,0.136,0,0,0,0,0,0,25.737,7.377,18.361,24.581,-1.342271516,0.236656171,-1.367383624,-1.101031757,-1.493996455,-1.671591459,-1.631452146,-1.488423538,0,-1.332408279,-1.043013538,-1.181037414,-1.386128593,-1.047097087
"472",1962,630.1962,630,"Iran",8,1,16,17,16,17,9,1,0,0,0,1626150,1626.150024,7.393970552,63,7,0.66900003,0,NA,1,NA,3.671224594,0,0,0,0,9,0.582833469,6,2,2,-0.163499996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-10,0,10,0.065,0.068,0.033,0.112,0,0,0,0,0,0,25.46,8.551,16.909,25.222,-1.407942559,0.226581496,-1.407703342,-1.597324551,-1.227438303,-1.499510588,-1.35111774,-1.260623604,0,-1.024018508,-1.488527107,-1.56016637,-1.340995143,-1.966263272
"473",1962,645.1962,645,"Iraq",1,1,16,17,16,17,0,1,0,0,0,437463,437.4630127,6.08099216,31,38,0.549000025,0,0,0,31,1.945910096,0,0,0,0,0,0.167256653,3,5,3,-0.370000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-5,0,5,0.103,0.082,0.027,0.127,0,0,1,0,1,0,24.487,8.724,15.763,24.291,-2.350966201,0.232423862,-2.220232327,-2.193605146,-2.425024667,-2.404352641,-2.514421229,-2.160098723,0,-2.469563324,-2.562657579,-2.079044041,-2.679799943,-2.128091596
"474",1962,666.1962,666,"Israel",1,1,14,15,14,15,0,0,0,0,0,20784,20.7840004,3.034183479,15,14,0.526000023,0,0,0,15,0.993251801,0,0,0,0,0,0.434276193,5,4,4,0.654299974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,0,0.635,0.504,0.372,0.47,0,0,0,0,0,0,23.821,9.22,14.602,23.707,-0.432563757,0.352303346,-0.357114724,-0.109572119,-0.675288842,0.244974385,-0.597033762,-0.275196842,0,-1.148254543,-0.187744254,-0.333716133,0.250078863,-0.557683
"475",1962,437.1962,437,"IvoryCoast",1,1,2,3,2,3,0,0,0,0,0,323412,323.4119873,5.778927013,3,2,0.783999979,0,0,0,3,0.336472243,0,0,0,0,0,0.00200517,1,1,0,-0.425599992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9,0.201,0.149,0.062,0.142,0,0,0,0,0,0,22.81,7.701,15.109,22.125,0.74168863,0.575597815,0.756665544,0.328804836,0.218992613,-0.064206775,0.987336434,0.311772189,0,1.999537559,0.160243696,0.940005697,1.604355184,0.115938709
"476",1962,663.1962,663,"Jordan",1,1,16,17,16,17,0,0,0,0,0,89491,89.49099731,4.494138032,17,5,0.509000003,0,0,0,17,2.721295357,0,0,0,0,0,0.002738647,3,3,2,-0.28639999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9,0.124,0.164,0.049,0.155,0,0,0,0,0,0,22.287,8.381,13.906,21.998,-0.433554648,0.350581681,-0.438149926,-0.369887431,-0.604396941,-0.725442907,0.057486016,-0.419128073,0,-0.016284129,-0.49758616,-0.138345232,0.038978602,-1.060358379
"477",1962,660.1962,660,"Lebanon",1,1,16,17,16,17,0,1,0,0,0,10240,10.23999977,2.326301597,20,19,0.779999971,0,0,0,20,4.062165737,0,0,0,0,0,0.009040684,3,0,0,-1.029999971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,0.393,0.237,0.104,0.248,0,0,0,0,0,0,22.853,8.424,14.429,22.578,-0.153386497,0.388093578,-0.140946702,0.259791045,0.396390092,-0.838898617,0.310541684,0.20587608,0,0.113773592,-0.418259994,-0.530607201,0.016911896,0.274147225
"478",1962,620.1962,620,"Libya",1,1,10,11,10,11,0,0,0,0,0,1623933,1623.932983,7.392606253,11,11,0.150999993,0,0,0,11,1.954698324,0,0,0,0,0,0.049931295,3,0,0,-0.826200008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,-7,0,7,0.114,0.131,0.066,0.121,0,0,0,0,0,0,22.603,8.471,14.132,22.342,0.41166275,0.488539303,0.417521374,0.647667366,-0.249119814,0.267304302,0.197538225,-0.050266932,0,-0.279674527,1.153041309,0.425171759,0.832787123,1.734258401
"479",1962,580.1962,580,"Madagascar",1,1,2,3,2,3,0,0,0,0,0,596099,596.098999,6.390406759,3,2,0.861000001,0,0,0,3,3.520460844,0,0,0,0,0,0.00146629,1,0,0,-0.893700004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,0.266,0.161,0.106,0.16,0,0,0,0,0,0,22.952,7.453,15.5,21.944,1.257106384,0.59242398,1.223444886,0.725419138,1.663671452,1.733072424,0.932461932,1.612266935,0,1.701984544,0.406531608,2.13319771,2.09839737,0.814928107
"480",1962,820.1962,820,"Malaysia",1,1,5,6,5,6,0,0,0,0,0,132393,132.3930054,4.885774813,6,5,0.596000016,0,0,0,6,2.753660679,0,0,0,0,0,0.08794561,5,1,0,-0.089100003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,0,0.324,0.22,0.191,0.22,0,0,0,0,0,0,23.98,7.988,15.992,23.514,-1.281817537,0.222776856,-1.276740705,-0.945813726,-1.382027198,-1.312715344,-1.450725533,-1.349053798,0,-1.360658684,-1.418056187,-1.400680712,-1.239607834,-1.491378687
"481",1962,432.1962,432,"Mali",1,1,2,3,2,3,0,0,0,0,0,1259195,1259.194946,7.138227864,3,2,0.754000008,0,0,0,3,0.336472243,0,0,0,0,0,0.000258675,1,1,0,-0.585900009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,-7,0,7,0.254,0.195,0.104,0.208,0,0,0,0,0,0,22.029,6.684,15.346,0,0.364622448,0.558260067,0.383806784,0.3482532,0.039396114,0.467757863,0.669535942,-0.104163322,0,0.03763848,0.170284407,0.170565758,0.6165634,0.193611805
"482",1962,435.1962,435,"Mauritania",1,1,2,3,2,3,0,0,0,0,0,1043783,1043.782959,6.950606853,3,0,0.625,0,0,0,3,0,0,0,0,0,0,0,1,1,0,-0.534699976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,-7,0,7,0.231,0.121,0.077,0.191,0,0,0,0,0,0,21.024,7.19,13.835,19.271,0.208637252,0.523103494,0.230916689,-0.367289504,0.248155674,-0.14578152,0.400362063,0.21394687,0,0.799793692,0.444879324,0.633368345,0.108608524,0.307999508
