,unique_id,ccode,df_ccode,df_name,start,stop,Death,Death_Type,year,BirthType,Fragment,Area,split_terr,Mountains,Forested,Population,RegimeType,Troops,Recognition,WarOnset,WarOngoing,WarLoss,Support,Loot
205,100.2006,100,100.3000031,ELN-Colombia,36,37,0,0,2006,3,0,125179,0,1,0,6918150,-1,2923,0,0,1,0,1,1
206,100.2007,100,100.3000031,ELN-Colombia,37,38,0,0,2007,3,0,125179,0,1,0,6872838,-1,2600,0,0,1,0,1,1
207,100.2008,100,100.3000031,ELN-Colombia,38,39,0,0,2008,3,0,125179,0,1,0,6827525,-1,2600,0,0,1,0,1,1
208,100.2009,100,100.3000031,ELN-Colombia,39,40,0,0,2009,3,0,125179,0,1,0,6782213,-1,2600,0,0,1,0,1,1
209,100.201,100,100.3000031,ELN-Colombia,40,41,0,0,2010,3,0,125179,0,1,0,6736900,-1,2600,0,0,1,0,1,1
706,530.1961,530,530.0999756,"Eritrea, Part I",0,1,0,0,1961,3,0,84200,0,1,0,313100,NA,300,0,0,0,0,1,0
707,530.1962,530,530.0999756,"Eritrea, Part I",1,2,0,0,1962,3,0,84200,0,1,0,334817,NA,300,0,0,0,0,1,0
708,530.1963,530,530.0999756,"Eritrea, Part I",2,3,0,0,1963,3,0,84200,0,1,0,356524,NA,300,0,0,0,0,1,0
709,530.1964,530,530.0999756,"Eritrea, Part I",3,4,0,0,1964,3,0,84200,0,1,0,378231,NA,495,0,1,1,0,1,0
710,530.1965,530,530.0999756,"Eritrea, Part I",4,5,0,0,1965,3,0,84200,0,1,0,399938,NA,689,0,0,1,0,1,0
711,530.1966,530,530.0999756,"Eritrea, Part I",5,6,0,0,1966,3,0,84200,0,1,0,421645,NA,884,0,0,1,0,1,0
712,530.1967,530,530.0999756,"Eritrea, Part I",6,7,0,0,1967,3,0,84200,0,1,0,443352,NA,1079,0,0,1,0,1,0
713,530.1968,530,530.0999756,"Eritrea, Part I",7,8,0,0,1968,3,0,84200,0,1,0,465059,NA,1274,0,0,1,0,1,0
714,530.1969,530,530.0999756,"Eritrea, Part I",8,9,0,0,1969,3,0,84200,0,1,0,486766,NA,1468,0,0,1,0,1,0
715,530.197,530,530.0999756,"Eritrea, Part I",9,10,0,0,1970,3,0,84200,0,1,0,508473,NA,1663,0,0,1,0,1,0
716,530.1971,530,530.0999756,"Eritrea, Part I",10,11,0,0,1971,3,0,121100,0,1,0,1082000,NA,1858,0,0,1,0,1,0
717,530.1972,530,530.0999756,"Eritrea, Part I",11,12,0,0,1972,3,0,121100,0,1,0,1126300,NA,2053,0,1,1,0,1,0
718,530.1973,530,530.0999756,"Eritrea, Part I",12,13,0,0,1973,3,0,121100,0,1,0,1170600,NA,2247,0,0,1,0,1,0
719,530.1974,530,530.0999756,"Eritrea, Part I",13,14,0,0,1974,3,0,121100,0,1,0,1214900,NA,2442,0,0,1,0,1,0
720,530.1975,530,530.0999756,"Eritrea, Part I",14,15,0,0,1975,3,0,121100,0,1,0,1259200,NA,2637,0,0,1,0,1,0
721,530.1976,530,530.0999756,"Eritrea, Part I",15,16,0,0,1976,3,0,121100,0,1,0,1303500,NA,2832,0,0,1,0,1,0
722,530.1977,530,530.0999756,"Eritrea, Part I",16,17,0,0,1977,3,1,93300,0,0,0,1145630,NA,3026,0,0,1,0,1,0
723,530.1978,530,530.0999756,"Eritrea, Part I",17,18,0,0,1978,3,1,93300,0,0,0,1183285,NA,3221,0,0,1,0,1,0
724,530.1979,530,530.0999756,"Eritrea, Part I",18,19,0,0,1979,3,1,93300,0,0,0,1220940,NA,3416,0,0,1,0,1,0
725,530.198,530,530.0999756,"Eritrea, Part I",19,20,0,0,1980,3,1,93300,0,0,0,1258595,NA,3611,0,0,1,0,1,0
726,530.1981,530,530.0999756,"Eritrea, Part I",20,21,0,0,1981,3,1,93300,0,0,0,1296250,NA,3805,0,0,0,0,1,0
727,530.1982,530,530.0999756,"Eritrea, Part I",21,22,1,1,1982,3,1,93300,0,0,0,1333905,NA,4000,0,0,0,0,1,0
760,530.1977,530,530.7000122,"Eritrea, Part II",0,1,0,0,1977,4,1,27800,0,1,0,202170,-1,12000,0,1,1,0,0,0
761,530.1978,530,530.7000122,"Eritrea, Part II",1,2,0,0,1978,4,1,27800,0,1,0,208815,-1,14875,0,0,1,1,0,0
762,530.1979,530,530.7000122,"Eritrea, Part II",2,3,0,0,1979,4,1,27800,0,1,0,215460,-1,17750,0,0,1,0,0,0
763,530.198,530,530.7000122,"Eritrea, Part II",3,4,0,0,1980,4,1,27800,0,1,0,222105,-1,20625,0,0,1,0,0,0
764,530.1981,530,530.7000122,"Eritrea, Part II",4,5,0,0,1981,4,1,27800,0,1,0,228750,-1,23500,0,0,1,0,0,0
765,530.1982,530,530.7000122,"Eritrea, Part II",5,6,0,0,1982,4,1,27800,0,1,0,235395,-1,26375,0,0,1,0,0,0
766,530.1983,530,530.7000122,"Eritrea, Part II",6,7,0,0,1983,4,1,121100,0,1,0,1613600,-1,29250,0,0,1,0,0,0
767,530.1984,530,530.7000122,"Eritrea, Part II",7,8,0,0,1984,4,1,121100,0,1,0,1657900,-1,35125,0,0,1,0,0,0
768,530.1985,530,530.7000122,"Eritrea, Part II",8,9,0,0,1985,4,1,121100,0,1,0,1702200,-1,35000,0,0,1,0,0,0
769,530.1986,530,530.7000122,"Eritrea, Part II",9,10,0,0,1986,4,1,121100,0,1,0,1746500,-1,37500,0,0,1,0,0,0
770,530.1987,530,530.7000122,"Eritrea, Part II",10,11,0,0,1987,4,1,121100,0,1,0,1790800,-1,40000,0,0,1,0,0,0
771,530.1988,530,530.7000122,"Eritrea, Part II",11,12,0,0,1988,4,1,121100,0,1,0,1835100,-1,42500,0,0,1,0,0,0
772,530.1989,530,530.7000122,"Eritrea, Part II",12,13,0,0,1989,4,1,121100,0,1,0,1879400,-1,45000,0,0,1,0,0,0
773,530.199,530,530.7000122,"Eritrea, Part II",13,14,0,0,1990,4,1,121100,0,1,0,1923700,-1,47500,0,0,1,0,0,0
774,530.1991,530,530.7000122,"Eritrea, Part II",14,15,1,4,1991,4,1,121100,0,1,0,1968000,-1,50000,0,0,1,0,0,0
550,490.2003,490,490.1600037,FAPC-South Ituri,0,1,0,0,2003,4,1,50324,0,1,1,709413,-1,7000,0,0,0,0,1,1
551,490.2004,490,490.1600037,FAPC-South Ituri,1,2,0,0,2004,4,1,50324,0,1,1,739975,-1,5500,0,1,1,0,1,1
552,490.2005,490,490.1600037,FAPC-South Ituri,2,3,1,3,2005,4,1,50324,0,1,1,770538,-1,4000,0,0,0,0,1,1
124,100.1966,100,100.1999969,Farclandia,0,1,0,0,1966,3,0,174600,0,1,1,280934,-1,350,0,1,1,0,0,1
125,100.1967,100,100.1999969,Farclandia,1,2,0,0,1967,3,0,174600,0,1,1,286801,-1,500,0,0,1,0,0,1
126,100.1968,100,100.1999969,Farclandia,2,3,0,0,1968,3,0,174600,0,1,1,292668,-1,650,0,0,1,0,0,1
127,100.1969,100,100.1999969,Farclandia,3,4,0,0,1969,3,0,174600,0,1,1,298535,-1,800,0,0,1,0,0,1
128,100.197,100,100.1999969,Farclandia,4,5,0,0,1970,3,0,272245,0,1,1,2422264,-1,950,0,0,1,0,0,1
129,100.1971,100,100.1999969,Farclandia,5,6,0,0,1971,3,0,272245,0,1,1,2460908,-1,1100,0,0,1,0,0,1
130,100.1972,100,100.1999969,Farclandia,6,7,0,0,1972,3,0,272245,0,1,1,2499552,-1,1250,0,0,1,0,0,1
131,100.1973,100,100.1999969,Farclandia,7,8,0,0,1973,3,0,272245,0,1,1,2538200,-1,1400,0,0,1,0,0,1
132,100.1974,100,100.1999969,Farclandia,8,9,0,0,1974,3,0,272245,0,1,1,2596520,-1,1550,0,0,1,0,0,1
133,100.1975,100,100.1999969,Farclandia,9,10,0,0,1975,3,0,272245,0,1,1,2654840,-1,1700,0,0,1,0,0,1
134,100.1976,100,100.1999969,Farclandia,10,11,0,0,1976,3,0,272245,0,1,1,2713160,-1,1850,0,0,1,0,0,1
135,100.1977,100,100.1999969,Farclandia,11,12,0,0,1977,3,0,272245,0,1,1,2771480,-1,2000,0,0,1,0,0,1
136,100.1978,100,100.1999969,Farclandia,12,13,0,0,1978,3,0,272245,0,1,1,2829800,-1,2150,0,0,1,0,0,1
137,100.1979,100,100.1999969,Farclandia,13,14,0,0,1979,3,0,272245,0,1,1,2926030,-1,2300,0,0,1,0,0,1
138,100.198,100,100.1999969,Farclandia,14,15,0,0,1980,3,0,325705,0,1,1,3022260,-1,2450,0,0,1,0,1,1
139,100.1981,100,100.1999969,Farclandia,15,16,0,0,1981,3,0,325705,0,1,1,3015373,-1,2600,0,0,1,0,1,1
140,100.1982,100,100.1999969,Farclandia,16,17,0,0,1982,3,0,325705,0,1,1,3008486,-1,2750,0,0,1,0,1,1
141,100.1983,100,100.1999969,Farclandia,17,18,0,0,1983,3,0,325705,0,1,1,3001600,-1,2900,0,0,1,0,1,1
142,100.1984,100,100.1999969,Farclandia,18,19,0,0,1984,3,0,325705,0,1,1,3121500,-1,3050,0,0,1,0,1,1
143,100.1985,100,100.1999969,Farclandia,19,20,0,0,1985,3,0,325705,0,1,1,3241400,-1,3200,0,0,1,0,1,1
144,100.1986,100,100.1999969,Farclandia,20,21,0,0,1986,3,0,325705,0,1,1,3359000,-1,4031,0,0,1,0,1,1
145,100.1987,100,100.1999969,Farclandia,21,22,0,0,1987,3,0,325705,0,1,1,3476600,-1,4863,0,0,1,0,1,1
146,100.1988,100,100.1999969,Farclandia,22,23,0,0,1988,3,0,325705,0,1,1,3594200,-1,5694,0,0,1,0,1,1
147,100.1989,100,100.1999969,Farclandia,23,24,0,0,1989,3,0,325705,0,1,1,3711800,-1,6525,0,0,1,0,1,1
148,100.199,100,100.1999969,Farclandia,24,25,0,0,1990,3,0,325705,0,1,1,3829400,-1,7356,0,0,1,0,0,1
149,100.1991,100,100.1999969,Farclandia,25,26,0,0,1991,3,0,325705,0,1,1,3947000,-1,8188,0,0,1,0,0,1
150,100.1992,100,100.1999969,Farclandia,26,27,0,0,1992,3,0,325705,0,1,1,4064600,-1,9019,0,0,1,0,0,1
151,100.1993,100,100.1999969,Farclandia,27,28,0,0,1993,3,0,325705,0,1,1,4022000,-1,9850,0,0,1,0,0,1
152,100.1994,100,100.1999969,Farclandia,28,29,0,0,1994,3,0,325705,0,1,1,4148400,-1,10681,0,0,1,0,0,1
153,100.1995,100,100.1999969,Farclandia,29,30,0,0,1995,3,0,325705,0,1,1,4274800,-1,11513,0,0,1,0,0,1
154,100.1996,100,100.1999969,Farclandia,30,31,0,0,1996,3,0,325705,0,1,1,4429100,-1,12344,0,0,1,0,0,1
155,100.1997,100,100.1999969,Farclandia,31,32,0,0,1997,3,0,325705,0,1,1,4583400,-1,13175,0,0,1,0,0,1
156,100.1998,100,100.1999969,Farclandia,32,33,0,0,1998,3,0,325705,0,1,1,4737700,-1,14006,0,0,1,0,0,1
157,100.1999,100,100.1999969,Farclandia,33,34,0,0,1999,3,0,325705,0,1,1,4892000,-1,14838,0,0,1,0,0,1
158,100.2,100,100.1999969,Farclandia,34,35,0,0,2000,3,0,325705,0,1,1,5046300,-1,15669,0,0,1,0,0,1
159,100.2001,100,100.1999969,Farclandia,35,36,0,0,2001,3,0,325705,0,1,1,5122100,-1,16500,0,0,1,0,0,1
160,100.2002,100,100.1999969,Farclandia,36,37,0,0,2002,3,0,325705,0,1,1,5197900,-1,15833,0,0,1,0,0,1
161,100.2003,100,100.1999969,Farclandia,37,38,0,0,2003,3,0,325705,0,1,1,5157400,-1,15166,0,0,1,0,0,1
162,100.2004,100,100.1999969,Farclandia,38,39,0,0,2004,3,0,325705,0,1,1,5116900,-1,14499,0,0,1,0,0,1
163,100.2005,100,100.1999969,Farclandia,39,40,0,0,2005,3,0,325705,0,1,1,5076400,-1,13832,0,0,1,0,0,1
164,100.2006,100,100.1999969,Farclandia,40,41,0,0,2006,3,0,325705,0,1,1,5035900,-1,13165,0,0,1,0,0,1
165,100.2007,100,100.1999969,Farclandia,41,42,0,0,2007,3,0,325705,0,1,1,4995400,-1,12498,0,0,1,0,0,1
166,100.2008,100,100.1999969,Farclandia,42,43,0,0,2008,3,0,325705,0,1,1,4954900,-1,11831,0,0,1,0,0,1
167,100.2009,100,100.1999969,Farclandia,43,44,0,0,2009,3,0,325705,0,1,1,4914400,-1,11164,0,0,1,0,0,1
168,100.201,100,100.1999969,Farclandia,44,45,0,0,2010,3,0,313924,0,1,1,4873899,-1,10497,0,0,1,0,0,1
211,101.1859,101,101.1999969,Fed Army of West,0,1,0,0,1859,3,0,24800,0,0,0,78641,0,4500,0,1,1,0,0,0
212,101.186,101,101.1999969,Fed Army of West,1,2,0,0,1860,3,0,24800,0,0,0,80167,0,4500,0,0,1,0,0,0
213,101.1861,101,101.1999969,Fed Army of West,2,3,0,0,1861,3,0,24800,0,0,0,81692,0,4500,0,0,1,0,0,0
214,101.1862,101,101.1999969,Fed Army of West,3,4,0,0,1862,3,0,133229,0,0,0,399421,0,4500,0,0,1,0,0,0
215,101.1863,101,101.1999969,Fed Army of West,4,5,1,4,1863,3,0,133229,0,0,0,403565,0,4500,0,0,1,0,0,0
489,490.1967,490,490.0700073,Fizi Pocket,0,1,0,0,1967,4,1,41745,0,1,1,346960,-1,1500,0,0,0,0,1,1
490,490.1968,490,490.0700073,Fizi Pocket,1,2,0,0,1968,4,1,41745,0,1,1,410608,-1,1500,0,0,0,0,1,1
491,490.1969,490,490.0700073,Fizi Pocket,2,3,0,0,1969,4,1,41745,0,1,1,474256,-1,1500,0,0,0,0,1,1
492,490.197,490,490.0700073,Fizi Pocket,3,4,0,0,1970,4,1,41745,0,1,1,537904,-1,1500,0,0,0,0,1,1
493,490.1971,490,490.0700073,Fizi Pocket,4,5,0,0,1971,4,1,41745,0,1,1,552256,-1,1500,0,0,0,0,1,1
494,490.1972,490,490.0700073,Fizi Pocket,5,6,0,0,1972,4,1,41745,0,1,1,566608,-1,1500,0,0,0,0,1,1
495,490.1973,490,490.0700073,Fizi Pocket,6,7,0,0,1973,4,1,41745,0,1,1,580960,-1,1500,0,0,0,0,1,1
496,490.1974,490,490.0700073,Fizi Pocket,7,8,0,0,1974,4,1,41745,0,1,1,595312,-1,1500,0,0,0,0,1,1
497,490.1975,490,490.0700073,Fizi Pocket,8,9,0,0,1975,4,1,41745,0,1,1,610152,-1,1500,0,0,0,0,1,1
498,490.1976,490,490.0700073,Fizi Pocket,9,10,0,0,1976,4,1,41745,0,1,1,624992,-1,1500,0,0,0,0,1,1
499,490.1977,490,490.0700073,Fizi Pocket,10,11,0,0,1977,4,1,41745,0,1,1,650835,-1,1500,0,0,0,0,1,1
500,490.1978,490,490.0700073,Fizi Pocket,11,12,0,0,1978,4,1,41745,0,1,1,676678,-1,1500,0,0,0,0,1,1
501,490.1979,490,490.0700073,Fizi Pocket,12,13,0,0,1979,4,1,20873,0,1,1,351261,-1,1500,0,0,0,0,1,1
502,490.198,490,490.0700073,Fizi Pocket,13,14,0,0,1980,4,1,20873,0,1,1,364182,-1,1500,0,0,0,0,1,1
503,490.1981,490,490.0700073,Fizi Pocket,14,15,0,0,1981,4,1,20873,0,1,1,377104,-1,1500,0,0,0,0,1,1
504,490.1982,490,490.0700073,Fizi Pocket,15,16,0,0,1982,4,1,20873,0,1,1,389747,-1,1500,0,0,0,0,1,1
505,490.1983,490,490.0700073,Fizi Pocket,16,17,0,0,1983,4,1,20873,0,1,1,402389,-1,1500,0,0,0,0,1,1
506,490.1984,490,490.0700073,Fizi Pocket,17,18,0,0,1984,4,1,20873,0,1,1,415032,-1,1500,0,0,0,0,1,1
507,490.1985,490,490.0700073,Fizi Pocket,18,19,1,3,1985,4,1,20873,0,1,1,427675,-1,1500,0,0,0,0,1,1
122,100.184,100,100.0999985,Free State of Isthmus,0,1,0,0,1840,5,0,77082,0,0,0,220542,0,NA,1,0,0,0,0,0
123,100.1841,100,100.0999985,Free State of Isthmus,1,2,1,3,1841,5,0,77082,0,0,0,220542,0,NA,1,0,0,0,0,0
216,101.1913,101,101.3000031,Funes Fiefdom,0,1,0,0,1913,3,0,180145,0,1,1,41300,-1,NA,0,0,0,0,0,0
217,101.1914,101,101.3000031,Funes Fiefdom,1,2,0,0,1914,3,0,180145,0,1,1,42250,-1,NA,0,0,0,0,0,0
218,101.1915,101,101.3000031,Funes Fiefdom,2,3,0,0,1915,3,0,180145,0,1,1,43200,-1,NA,0,0,0,0,0,0
219,101.1916,101,101.3000031,Funes Fiefdom,3,4,0,0,1916,3,0,180145,0,1,1,44150,-1,NA,0,0,0,0,0,0
220,101.1917,101,101.3000031,Funes Fiefdom,4,5,0,0,1917,3,0,180145,0,1,1,45100,-1,NA,0,0,0,0,0,0
221,101.1918,101,101.3000031,Funes Fiefdom,5,6,0,0,1918,3,0,180145,0,1,1,46050,-1,NA,0,0,0,0,0,0
222,101.1919,101,101.3000031,Funes Fiefdom,6,7,0,0,1919,3,0,180145,0,1,1,47000,-1,NA,0,0,0,0,0,0
223,101.192,101,101.3000031,Funes Fiefdom,7,8,0,0,1920,3,0,180145,0,1,1,47950,-1,NA,0,0,0,0,0,0
224,101.1921,101,101.3000031,Funes Fiefdom,8,9,1,2,1921,3,0,180145,0,1,1,48900,-1,NA,0,0,0,0,0,0
1006,666.2006,666,666.2000122,Gaza,0,1,0,0,2006,4,1,365,0,0,0,1412000,-1,500,0,1,1,0,0,0
1007,666.2007,666,666.2000122,Gaza,1,2,0,0,2007,4,1,365,0,0,0,1459000,-1,3750,0,0,1,0,0,0
1008,666.2008,666,666.2000122,Gaza,2,3,0,0,2008,4,1,365,0,0,0,1506000,-1,7000,0,0,1,0,0,0
1009,666.2009,666,666.2000122,Gaza,3,4,0,0,2009,4,1,365,0,0,0,1553000,-1,10250,0,0,1,0,0,0
1010,666.201,666,666.2000122,Gaza,4,5,0,0,2010,4,1,365,0,0,0,1600000,-1,13500,0,0,0,0,0,0
855,630.1909,630,630.2999878,"Gilan Movement, Iran",0,1,1,3,1909,3,0,14042,0,1,1,45000,0,NA,0,0,0,0,0,0
553,490.2003,490,490.1700134,Goma-Serufuli,0,1,0,0,2003,1,0,76,0,0,0,554550,NA,10000,0,0,0,0,1,0
554,490.2004,490,490.1700134,Goma-Serufuli,1,2,0,0,2004,1,0,76,0,0,0,604044,NA,10000,0,0,0,0,1,0
555,490.2005,490,490.1700134,Goma-Serufuli,2,3,0,0,2005,1,0,76,0,0,0,653539,NA,10000,0,0,0,0,1,0
556,490.2006,490,490.1700134,Goma-Serufuli,3,4,0,0,2006,1,0,76,0,0,0,703033,NA,10000,0,0,0,0,1,0
557,490.2007,490,490.1700134,Goma-Serufuli,4,5,1,3,2007,1,0,76,0,0,0,752528,NA,10000,0,0,0,0,1,0
1135,750.1988,750,750.0800171,Greater Nagalim,0,1,0,0,1988,3,0,5588,0,1,1,243336,0,3000,0,0,0,0,1,1
1136,750.1989,750,750.0800171,Greater Nagalim,1,2,0,0,1989,3,0,5588,0,1,1,251230,0,3000,0,0,0,0,1,1
1137,750.199,750,750.0800171,Greater Nagalim,2,3,0,0,1990,3,0,5588,0,1,1,259123,0,3000,0,0,0,0,1,1
1138,750.1991,750,750.0800171,Greater Nagalim,3,4,0,0,1991,3,0,5588,0,1,1,267017,0,3000,0,0,0,0,1,1
1139,750.1992,750,750.0800171,Greater Nagalim,4,5,0,0,1992,3,0,5588,0,1,1,279983,0,3000,0,1,1,0,1,1
1140,750.1993,750,750.0800171,Greater Nagalim,5,6,0,0,1993,3,0,5588,0,1,1,292949,0,3000,0,0,1,0,1,1
1141,750.1994,750,750.0800171,Greater Nagalim,6,7,0,0,1994,3,0,5588,0,1,1,305916,0,3000,0,0,1,0,1,1
1142,750.1995,750,750.0800171,Greater Nagalim,7,8,0,0,1995,3,0,16340,0,1,1,860407,0,3000,0,0,1,0,1,1
1143,750.1996,750,750.0800171,Greater Nagalim,8,9,0,0,1996,3,0,16340,0,1,1,901109,0,3000,0,0,1,0,1,1
1144,750.1997,750,750.0800171,Greater Nagalim,9,10,0,0,1997,3,0,16340,0,1,1,941811,0,3000,0,0,1,0,1,1
1145,750.1998,750,750.0800171,Greater Nagalim,10,11,0,0,1998,3,0,16340,0,1,1,982513,0,3000,0,0,0,0,1,1
1146,750.1999,750,750.0800171,Greater Nagalim,11,12,0,0,1999,3,0,16340,0,1,1,1023215,0,3400,0,0,0,0,1,1
1147,750.2,750,750.0800171,Greater Nagalim,12,13,0,0,2000,3,0,23364,0,1,1,1059661,0,3800,0,1,1,0,1,1
1148,750.2001,750,750.0800171,Greater Nagalim,13,14,0,0,2001,3,0,23364,0,1,1,1104621,0,4200,0,1,1,0,1,1
1149,750.2002,750,750.0800171,Greater Nagalim,14,15,0,0,2002,3,0,23364,0,1,1,1149581,0,4600,0,0,0,0,1,1
1150,750.2003,750,750.0800171,Greater Nagalim,15,16,0,0,2003,3,0,23364,0,1,1,1194542,0,5000,0,0,0,0,1,1
1151,750.2004,750,750.0800171,Greater Nagalim,16,17,0,0,2004,3,0,23364,0,1,1,1239502,0,4938,0,0,0,0,1,1
1152,750.2005,750,750.0800171,Greater Nagalim,17,18,0,0,2005,3,0,23364,0,1,1,1284463,0,4875,0,1,1,0,1,1
1153,750.2006,750,750.0800171,Greater Nagalim,18,19,0,0,2006,3,0,23364,0,1,1,1329423,0,4813,0,0,1,0,1,1
1154,750.2007,750,750.0800171,Greater Nagalim,19,20,0,0,2007,3,0,23364,0,1,1,1374383,0,4750,0,0,1,0,1,1
1155,750.2008,750,750.0800171,Greater Nagalim,20,21,0,0,2008,3,0,23364,0,1,1,1419344,0,4688,0,0,1,0,1,1
1156,750.2009,750,750.0800171,Greater Nagalim,21,22,0,0,2009,3,0,23364,0,1,1,1464304,0,4625,0,0,0,0,1,1
1157,750.201,750,750.0800171,Greater Nagalim,22,23,0,0,2010,3,0,23364,0,1,1,1509265,0,4563,0,0,0,0,1,1
848,620.1995,620,620.0999756,Green Mountains - LIFG,0,1,0,0,1995,3,0,7800,0,1,1,381200,-1,2500,0,0,0,0,0,0
849,620.1996,620,620.0999756,Green Mountains - LIFG,1,2,0,0,1996,3,0,7800,0,1,1,391614,-1,2500,0,0,0,0,0,0
850,620.1997,620,620.0999756,Green Mountains - LIFG,2,3,0,0,1997,3,0,7800,0,1,1,402029,-1,2500,0,0,0,0,0,0
851,620.1998,620,620.0999756,Green Mountains - LIFG,3,4,1,2,1998,3,0,7800,0,1,1,412443,-1,2500,0,0,0,0,0,0
322,404.1998,404,404.1000061,Guinea-Bissau Military,0,1,0,0,1998,3,0,36125,0,0,1,1194600,-1,6525,0,1,1,0,0,1
323,404.1999,404,404.1000061,Guinea-Bissau Military,1,2,1,4,1999,3,0,36125,0,0,1,1217800,-1,6525,0,0,1,0,0,1
960,660.1985,660,660.4000244,Hezbollah,0,1,0,0,1985,3,0,853,1,0,0,374576,-1,3500,0,0,0,0,1,1
961,660.1986,660,660.4000244,Hezbollah,1,2,0,0,1986,3,0,853,1,0,0,377877,-1,3500,0,0,0,0,1,1
962,660.1987,660,660.4000244,Hezbollah,2,3,0,0,1987,3,0,853,1,0,0,381178,-1,3500,0,0,0,0,1,1
963,660.1988,660,660.4000244,Hezbollah,3,4,0,0,1988,3,0,853,1,0,0,384478,-1,3500,0,0,0,0,1,1
964,660.1989,660,660.4000244,Hezbollah,4,5,0,0,1989,3,0,853,1,0,0,387779,-1,3500,0,1,1,0,1,1
965,660.199,660,660.4000244,Hezbollah,5,6,0,0,1990,3,0,853,1,0,0,391081,-1,3500,0,1,1,0,1,1
966,660.1991,660,660.4000244,Hezbollah,6,7,0,0,1991,3,0,3588,1,0,0,410754,-1,3500,0,0,1,0,1,1
967,660.1992,660,660.4000244,Hezbollah,7,8,0,0,1992,3,0,3588,1,0,0,414876,-1,3000,0,0,1,0,1,1
968,660.1993,660,660.4000244,Hezbollah,8,9,0,0,1993,3,0,3588,1,0,0,418997,-1,3000,0,1,1,0,1,1
969,660.1994,660,660.4000244,Hezbollah,9,10,0,0,1994,3,0,3588,1,0,0,423119,-1,3000,0,0,1,0,1,1
970,660.1995,660,660.4000244,Hezbollah,10,11,0,0,1995,3,0,3588,1,0,0,427245,-1,3000,0,0,1,0,1,1
971,660.1996,660,660.4000244,Hezbollah,11,12,0,0,1996,3,0,3588,1,0,0,431362,-1,3000,0,0,1,0,1,1
972,660.1997,660,660.4000244,Hezbollah,12,13,0,0,1997,3,0,3588,1,0,0,435484,-1,400,0,0,1,0,1,1
973,660.1998,660,660.4000244,Hezbollah,13,14,0,0,1998,3,0,3588,1,0,0,439605,-1,400,0,1,1,0,1,1
974,660.1999,660,660.4000244,Hezbollah,14,15,0,0,1999,3,0,3588,1,0,0,443728,-1,400,0,0,1,0,1,1
975,660.2,660,660.4000244,Hezbollah,15,16,0,0,2000,3,0,3588,1,0,0,447851,-1,400,0,0,1,0,1,1
976,660.2001,660,660.4000244,Hezbollah,16,17,0,0,2001,3,0,4094,1,0,0,491407,-1,2000,0,0,0,0,1,1
977,660.2002,660,660.4000244,Hezbollah,17,18,0,0,2002,3,0,4094,1,0,0,495890,-1,2000,0,0,0,0,1,1
978,660.2003,660,660.4000244,Hezbollah,18,19,0,0,2003,3,0,4094,1,0,0,500371,-1,2000,0,0,0,0,1,1
979,660.2004,660,660.4000244,Hezbollah,19,20,0,0,2004,3,0,4094,1,0,0,504854,-1,2000,0,0,0,0,1,1
980,660.2005,660,660.4000244,Hezbollah,20,21,0,0,2005,3,0,4094,1,0,0,509336,-1,2000,0,0,0,0,1,1
981,660.2006,660,660.4000244,Hezbollah,21,22,0,0,2006,3,0,4094,1,0,0,513818,-1,2000,0,1,1,0,1,1
982,660.2007,660,660.4000244,Hezbollah,22,23,0,0,2007,3,0,4094,1,0,0,518301,-1,2000,0,0,0,0,1,1
983,660.2008,660,660.4000244,Hezbollah,23,24,0,0,2008,3,0,4094,1,0,0,522783,-1,2800,0,1,1,0,1,1
984,660.2009,660,660.4000244,Hezbollah,24,25,0,0,2009,3,0,4094,1,0,0,527265,-1,3600,0,0,0,0,1,1
985,660.201,660,660.4000244,Hezbollah,25,26,0,0,2010,3,0,4094,1,0,0,531748,-1,4400,0,0,0,0,1,1
1852,840.1946,840,840.0999756,Huklandia,0,1,0,0,1946,3,0,13144,0,1,1,1554667,-1,10000,0,1,1,0,0,0
1853,840.1947,840,840.0999756,Huklandia,1,2,0,0,1947,3,0,13144,0,1,1,1580333,-1,10000,0,0,1,0,0,0
1854,840.1948,840,840.0999756,Huklandia,2,3,0,0,1948,3,0,13144,0,1,1,1606000,-1,10000,0,0,1,0,0,0
1855,840.1949,840,840.0999756,Huklandia,3,4,0,0,1949,3,0,13144,0,1,1,1652750,-1,10000,0,0,1,0,0,0
1856,840.195,840,840.0999756,Huklandia,4,5,0,0,1950,3,0,13144,0,1,1,1699500,-1,10000,0,0,1,0,0,0
1857,840.1951,840,840.0999756,Huklandia,5,6,0,0,1951,3,0,13144,0,1,1,1746250,-1,10000,0,0,1,0,0,0
1858,840.1952,840,840.0999756,Huklandia,6,7,0,0,1952,3,0,13144,0,1,1,1793000,-1,7363,0,0,1,0,0,0
1859,840.1953,840,840.0999756,Huklandia,7,8,0,0,1953,3,0,13144,0,1,1,1839750,-1,4727,0,0,1,0,0,0
1860,840.1954,840,840.0999756,Huklandia,8,9,1,2,1954,3,0,13144,0,1,1,1886500,-1,2090,0,0,1,1,0,0
513,490.1994,490,490.0899963,Hutu Camps,0,1,0,0,1994,2,0,150,1,0,1,1500000,-1,40000,0,0,0,0,0,0
514,490.1995,490,490.0899963,Hutu Camps,1,2,0,0,1995,2,0,150,1,0,1,1100600,-1,40000,0,0,0,0,0,0
