"","year","unique_id","ccode","state_name","event_num_all","event_num","start","stop","alt_start","alt_stop","num_before_46","left_censored","new_tc","new_tc_dummy","num_tc","area","area_1000","area_1000_log","country_age","durable","elf","exist_tc","first_tc","first_tc_alt","first_tc_count","lmtnest","sf","sf_onset","state_fail","tc_persists_alt","tc_tally","Devel","birth_type","rivals_thom","rivals_gd","hs_capacity","hrp_mean","hrp_sd","kills_mean","kills_median","ciri_disap","ciri_kill","ciri_polpris","ciri_tort","pts_amnesty","pts_state","pts_hrw","hath_tort","ucdp_low","ucdp_best","ucdp_high","polity","polity2","polity_democ","polity_autoc","v2x_polyarchy","v2x_libdem","v2x_partipdem","v2x_egaldem","acd_inter_ongoing","acd_inter_onset","acd_intra_ongoing","acd_intra_onset","acd_any_ongoing","acd_any_onset","wbgdp2011est","wbgdppc2011est","wbpopest","sdpest","lag_hrp","lag_num_tc"
"194",1954,760.1954,760,"Bhutan",1,1,5,6,5,6,0,0,0,0,0,39991,39.99100113,3.688654457,6,47,0.605000019,0,0,0,6,4.557029724,0,0,0,0,0,0.076944701,1,0,NA,NA,1.494704585,0.890773986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-10,0,10,0.032,0.106,0.027,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.437730465,0
"195",1954,140.1954,140,"Brazil",7,1,8,9,8,9,9,1,0,0,0,8523620,8523.620117,9.050596426,133,8,0.549000025,0,NA,1,NA,1.4109869,0,0,0,0,9,0.129232094,4,1,0,NA,-0.191029383,0.391687572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1,0.404,0.295,0.259,0.172,0,0,0,0,0,0,25.755,7.892,17.864,25.228,-0.163947029,0
"196",1954,775.1954,775,"Burma",3,3,3,4,6,7,0,0,0,0,9,670372,670.3720093,6.507832796,7,6,0.522000015,1,NA,1,NA,3.600048304,0,0,0,1,9,0.017396946,1,0,0,NA,-1.827810783,0.217947993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,1,0.439,0.297,0.246,0.211,0,0,0,0,0,0,23.227,6.463,16.766,0,-1.835830588,9
"197",1954,811.1954,811,"Cambodia",1,1,0,1,0,1,0,0,0,0,0,182847,182.8470001,5.208649738,1,0,0.186000004,0,0,0,1,0.693147182,0,0,0,0,0,0.00035123,1,0,1,NA,-1.172573627,0.25003202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-3,-88,-88,0.114,0.077,0.042,0.096,0,0,0,0,0,0,22.242,6.892,15.352,0,NA,0
"198",1954,100.1954,100,"Colombia",2,1,8,9,8,9,1,1,0,0,0,1142726,1142.725952,7.041171873,125,6,0.656000018,0,NA,1,NA,3.640214205,0,0,0,0,1,0.084649362,5,1,0,NA,-1.789357801,0.222103124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-5,1,6,0.11,0.107,0.053,0.045,0,0,0,0,0,0,24.722,8.363,16.359,24.427,-1.789034819,0
"199",1954,94.1954,94,"CostaRica",2,2,5,6,8,9,0,1,0,0,0,51403,51.40299988,3.939696534,115,35,0.238000005,0,NA,1,NA,3.144152403,0,0,0,0,1,0.026462346,5,1,0,NA,0.328783059,0.511286187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,0,0.699,0.583,0.438,0.538,0,0,0,0,0,0,22.235,8.435,13.801,21.964,0.284711502,0
"200",1954,530.1954,530,"Ethiopia",1,1,8,9,8,9,0,1,0,0,0,1256379,1256.379028,7.135989075,14,8,0.75999999,0,0,0,14,4.268297672,0,0,0,0,0,0.000250933,6,0,0,NA,0.522940155,0.647600593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9,0.018,0.027,0.018,0.025,0,0,0,0,0,0,23.154,6.321,16.835,0,0.551956889,0
"201",1954,90.1954,90,"Guatemala",4,1,8,9,8,9,4,1,0,0,0,109654,109.6539993,4.697329948,115,0,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,4,0.002374678,2,0,0,NA,-1.628592708,0.263854429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-6,0,6,0.282,0.109,0.166,0.119,0,0,0,0,0,0,23.001,8.009,14.993,22.548,-0.905997782,0
"202",1954,91.1954,91,"Honduras",2,1,8,9,8,9,1,1,0,0,0,112871,112.8710022,4.726245593,115,18,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.003776517,5,2,0,NA,0.301163234,0.522155276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4,0.26,0.093,0.163,0.085,0,0,0,0,0,0,22.027,7.791,14.236,21.424,0.302875304,0
"203",1954,750.1954,750,"India",2,2,6,7,7,8,0,0,0,0,2,3166803,3166.802979,8.060477834,8,4,0.81099999,1,NA,1,NA,2.631888866,0,0,0,1,3,0.075494245,1,2,2,NA,-0.336510703,0.377287615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,0,0.709,0.537,0.403,0.452,0,0,0,0,0,0,26.76,7.022,19.739,22.96,-0.371703347,2
"204",1954,850.1954,850,"Indonesia",2,2,3,4,8,9,0,1,0,0,0,1478049,1478.04895,7.29847822,10,4,0.765999973,0,NA,1,NA,2.44234705,0,0,0,0,1,0.125037685,5,1,0,NA,-1.36500696,0.223410508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,3,0.272,0.184,0.124,0.145,0,0,0,0,0,0,25.683,7.453,18.23,24.674,-1.355616852,0
"205",1954,630.1954,630,"Iran",8,1,8,9,8,9,9,1,0,0,0,1626150,1626.150024,7.393970552,55,0,0.66900003,0,NA,1,NA,3.671224594,0,0,0,0,9,0.056668058,6,0,2,NA,-0.930777037,0.277046533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-10,0,10,0.065,0.06,0.025,0.089,0,0,0,0,0,0,24.721,8.043,16.678,24.287,-0.817094719,0
"206",1954,645.1954,645,"Iraq",1,1,8,9,8,9,0,1,0,0,0,437463,437.4630127,6.08099216,23,30,0.549000025,0,0,0,23,1.945910096,0,0,0,0,0,0.093459383,3,4,1,NA,-0.572993863,0.325684271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,1,5,0.184,0.17,0.057,0.128,0,0,0,0,0,0,23.968,8.439,15.529,23.698,-0.551577626,0
"207",1954,666.1954,666,"Israel",1,1,6,7,6,7,0,0,0,0,0,20784,20.7840004,3.034183479,7,6,0.526000023,0,0,0,7,0.993251801,0,0,0,0,0,0.025304673,5,4,3,NA,-0.140717736,0.403942953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,0,0.61,0.491,0.368,0.47,0,0,0,0,0,0,23.11,8.812,14.298,22.932,-0.120501745,0
"208",1954,663.1954,663,"Jordan",1,1,8,9,8,9,0,0,0,0,0,89491,89.49099731,4.494138032,9,2,0.509000003,0,0,0,9,2.721295357,0,0,0,0,0,0,3,4,2,NA,-0.257720069,0.385222098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,0,4,0.16,0.166,0.069,0.16,0,0,0,0,0,0,21.543,7.923,13.621,21.037,-0.248859538,0
"209",1954,660.1954,660,"Lebanon",1,1,8,9,8,9,0,1,0,0,0,10240,10.23999977,2.326301597,12,11,0.779999971,0,0,0,12,4.062165737,0,0,0,0,0,0.004451377,3,0,0,NA,-0.156574067,0.413028539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,0.39,0.229,0.093,0.245,0,0,0,0,0,0,22.669,8.466,14.204,22.407,-0.177596101,0
"210",1954,620.1954,620,"Libya",1,1,2,3,2,3,0,0,0,0,0,1623933,1623.932983,7.392606253,3,3,0.150999993,0,0,0,3,1.954698324,0,0,0,0,0,0.003195161,3,0,0,NA,0.261391459,0.496314311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,-7,0,7,0.078,0.111,0.06,0.118,0,0,0,0,0,0,21.42,7.551,13.869,20.563,0.277304539,0
"211",1954,93.1954,93,"Nicaragua",4,1,8,9,8,9,3,1,0,0,0,128883,128.8829956,4.858904982,114,18,0.40200001,0,NA,1,NA,2.332144022,0,0,0,0,3,0.005264381,5,2,0,NA,0.22021326,0.483376658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-8,0,8,0.145,0.033,0.027,0.03,0,0,0,0,0,0,22.508,8.443,14.066,22.239,0.258611442,0
"212",1954,770.1954,770,"Pakistan",2,2,6,7,7,8,0,0,0,0,0,1017998,1017.997986,6.925593219,8,3,0.532000005,0,NA,1,NA,3.784189701,0,0,0,0,1,0.016311597,1,2,2,NA,-0.413509709,0.381610502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184,0.167,0.064,0.097,0,0,0,0,0,0,24.867,7.041,17.827,21.665,-0.353965441,0
"213",1954,150.1954,150,"Paraguay",2,2,6,7,8,9,0,1,0,0,0,400653,400.6530151,5.993095754,139,0,0.131999999,0,NA,1,NA,0.741937339,0,0,0,0,1,0.001892623,5,0,0,NA,-0.123057008,0.413697323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9,0.145,0.051,0.05,0.029,0,0,0,0,0,0,21.976,7.727,14.249,21.316,-0.076213982,0
"214",1954,840.1954,840,"Philippines",2,2,7,8,8,9,0,0,0,0,1,294202,294.2019958,5.684266592,9,4,0.160999998,1,NA,1,NA,3.104586601,0,0,0,1,1,0.008666182,3,0,0,NA,-1.117027565,0.272721832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1,0.363,0.275,0.249,0.15,0,0,1,0,1,0,24.567,7.665,16.903,23.846,-1.245552784,1
"215",1954,670.1954,670,"SaudiArabia",1,1,8,9,8,9,0,1,0,0,0,1963227,1963.227051,7.582344853,23,28,0.552999973,0,0,0,23,2.525728703,0,0,0,0,0,2.301922083,3,2,0,NA,0.623064789,0.537108283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-10,0,10,0.017,0.034,0.012,0.056,0,0,0,0,0,0,23.708,8.591,15.116,23.48,0.660871799,0
"216",1954,560.1954,560,"SouthAfrica",1,1,8,9,8,9,0,1,0,0,0,2053301,2053.301025,7.627204033,45,44,0.879999995,0,0,0,45,2.163322926,0,0,0,0,0,1.253261089,3,0,0,NA,-0.358764882,0.363302553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,7,3,0.208,0.101,0.134,0.05,0,0,0,0,0,0,25.197,8.718,16.479,24.999,-0.29326724,0
"217",1954,817.1954,817,"SouthVietnam",1,1,0,1,0,1,0,0,1,1,1,170073,170.072998,5.136227745,1,NA,0.232999995,0,1,1,1,NA,0,0,0,0,1,0.001059454,5,1,0,NA,-1.780969104,0.246622256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162,0.083,0.118,0.089,0,0,0,0,0,0,15.466,0.365,16.286,0,NA,1
"218",1954,652.1954,652,"Syria",1,1,8,9,8,9,0,0,0,0,0,188436,188.4360046,5.238758451,9,0,0.58099997,0,0,0,9,1.85629797,0,0,0,0,0,0.002366134,2,4,2,NA,-0.208772633,0.389618318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,0,0.291,0.145,0.077,0.167,0,0,0,0,0,0,23.766,8.646,15.12,23.552,-0.162200171,0
"219",1954,640.1954,640,"Turkey",1,1,8,9,8,9,0,1,0,0,0,781079,781.0789795,6.660676271,33,0,0.298999995,0,0,0,33,4.280824184,0,0,0,0,0,0.139720187,6,2,0,NA,-0.260497011,0.384726126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,1,0.444,0.258,0.189,0.236,0,0,0,0,0,0,25.337,8.418,16.919,25.06,-0.224152881,0
"220",1954,165.1954,165,"Uruguay",5,1,8,9,8,9,4,1,0,0,0,178357,178.3569946,5.183787129,125,2,0.217999995,0,NA,1,NA,0,0,0,0,0,4,0.011586739,3,0,0,NA,0.310356477,0.477021082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,0,0.797,0.677,0.6,0.626,0,0,0,0,0,0,23.698,9.085,14.613,23.565,0.334347539,0
"221",1954,101.1954,101,"Venezuela",4,1,8,9,8,9,3,1,0,0,0,916782,916.7819824,6.820869693,125,17,0.48300001,0,NA,1,NA,3.104586601,0,0,0,0,3,3.910390139,2,1,0,NA,-0.025630474,0.437972941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4,0.096,0.054,0.042,0.091,0,0,0,0,0,0,24.84,9.252,15.588,24.729,-0.018401993,0
"222",1955,760.1955,760,"Bhutan",1,1,6,7,6,7,0,0,0,0,0,39991,39.99100113,3.688654457,7,48,0.605000019,0,0,0,7,4.557029724,0,0,0,0,0,0.076944701,1,0,NA,NA,1.547802009,0.898408115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-10,0,10,0.032,0.101,0.027,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.494704585,0
"223",1955,140.1955,140,"Brazil",7,1,9,10,9,10,9,1,0,0,0,8523620,8523.620117,9.050596426,134,9,0.549000025,0,NA,1,NA,1.4109869,0,0,0,0,9,0.133417264,4,1,0,NA,-0.216928263,0.374960906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1,0.424,0.311,0.269,0.184,0,0,0,0,0,0,25.799,7.905,17.895,25.282,-0.191029383,0
"224",1955,775.1955,775,"Burma",3,3,4,5,7,8,0,0,0,0,9,670372,670.3720093,6.507832796,8,7,0.522000015,1,NA,1,NA,3.600048304,0,0,0,1,9,0.014845392,1,0,0,NA,-1.810228119,0.215496979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,1,0.439,0.297,0.246,0.211,0,0,1,0,1,0,23.267,6.485,16.784,0,-1.827810783,9
"225",1955,811.1955,811,"Cambodia",1,1,1,2,1,2,0,0,0,0,0,182847,182.8470001,5.208649738,2,0,0.186000004,0,0,0,2,0.693147182,0,0,0,0,0,0.00041549,1,0,1,NA,-1.208395306,0.237008864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9,0.15,0.105,0.063,0.103,0,0,0,0,0,0,22.296,6.919,15.378,0,-1.172573627,0
"226",1955,100.1955,100,"Colombia",2,1,9,10,9,10,1,1,0,0,0,1142726,1142.725952,7.041171873,126,7,0.656000018,0,NA,1,NA,3.640214205,0,0,0,0,1,0.126262426,5,1,0,NA,-1.756283049,0.22057951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-5,1,6,0.11,0.11,0.053,0.045,0,0,0,0,0,0,24.747,8.356,16.391,24.449,-1.789357801,0
"227",1955,94.1955,94,"CostaRica",2,2,6,7,9,10,0,1,0,0,0,51403,51.40299988,3.939696534,116,36,0.238000005,0,NA,1,NA,3.144152403,0,0,0,0,1,0.024997285,5,1,0,NA,0.380856019,0.522020352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,0,0.699,0.583,0.438,0.525,0,0,0,0,0,0,22.3,8.455,13.845,22.034,0.328783059,0
"228",1955,530.1955,530,"Ethiopia",1,1,9,10,9,10,0,1,0,0,0,1256379,1256.379028,7.135989075,15,9,0.75999999,0,0,0,15,4.268297672,0,0,0,0,0,0.000280296,6,0,0,NA,0.496773447,0.675705827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9,0.035,0.032,0.022,0.025,0,0,0,0,0,0,23.186,6.351,16.836,0,0.522940155,0
"229",1955,90.1955,90,"Guatemala",4,1,9,10,9,10,4,1,0,0,0,109654,109.6539993,4.697329948,116,1,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,4,0.002369791,2,0,0,NA,-1.752404086,0.233168759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-6,0,6,0.116,0.057,0.086,0.051,0,0,0,0,0,0,23.024,8.001,15.023,22.567,-1.628592708,0
"230",1955,91.1955,91,"Honduras",2,1,9,10,9,10,1,1,0,0,0,112871,112.8710022,4.726245593,116,19,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.003273827,5,2,0,NA,0.301757613,0.514858015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4,0.148,0.09,0.131,0.069,0,0,0,0,0,0,22.052,7.778,14.274,21.438,0.301163234,0
"231",1955,750.1955,750,"India",2,2,7,8,8,9,0,0,0,0,2,3166803,3166.802979,8.060477834,9,5,0.81099999,1,NA,1,NA,2.631888866,0,0,0,1,3,0.069670208,1,2,2,NA,-0.300652897,0.380823987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,0,0.679,0.522,0.407,0.439,0,0,0,0,0,0,26.791,7.032,19.76,23.336,-0.336510703,2
"232",1955,850.1955,850,"Indonesia",2,2,4,5,9,10,0,1,0,0,0,1478049,1478.04895,7.29847822,11,5,0.765999973,0,NA,1,NA,2.44234705,0,0,0,0,1,0.113419704,5,1,0,NA,-1.363957079,0.231970857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,3,0.281,0.21,0.127,0.15,0,0,0,0,0,0,25.719,7.471,18.249,24.742,-1.36500696,0
"233",1955,630.1955,630,"Iran",8,1,9,10,9,10,9,1,0,0,0,1626150,1626.150024,7.393970552,56,0,0.66900003,0,NA,1,NA,3.671224594,0,0,0,0,9,0.360723019,6,1,2,NA,-1.068359125,0.261034318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-10,0,10,0.107,0.067,0.03,0.096,0,0,0,0,0,0,24.835,8.133,16.703,24.447,-0.930777037,0
"234",1955,645.1955,645,"Iraq",1,1,9,10,9,10,0,1,0,0,0,437463,437.4630127,6.08099216,24,31,0.549000025,0,0,0,24,1.945910096,0,0,0,0,0,0.116230965,3,4,1,NA,-0.633932355,0.324133794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,1,5,0.24,0.193,0.068,0.144,0,0,0,0,0,0,24.017,8.464,15.553,23.755,-0.572993863,0
"235",1955,666.1955,666,"Israel",1,1,7,8,7,8,0,0,0,0,0,20784,20.7840004,3.034183479,8,7,0.526000023,0,0,0,8,0.993251801,0,0,0,0,0,0.196700543,5,4,3,NA,-0.153416507,0.39768945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,0,0.626,0.501,0.37,0.469,0,0,0,0,0,0,23.223,8.885,14.338,23.058,-0.140717736,0
"236",1955,663.1955,663,"Jordan",1,1,9,10,9,10,0,0,0,0,0,89491,89.49099731,4.494138032,10,3,0.509000003,0,0,0,10,2.721295357,0,0,0,0,0,0,3,4,2,NA,-0.286003468,0.372267178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,0,4,0.155,0.167,0.062,0.159,0,0,0,0,0,0,21.525,7.883,13.642,20.992,-0.257720069,0
"237",1955,660.1955,660,"Lebanon",1,1,9,10,9,10,0,1,0,0,0,10240,10.23999977,2.326301597,13,12,0.779999971,0,0,0,13,4.062165737,0,0,0,0,0,0.004723127,3,0,0,NA,-0.142361314,0.404763322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,0.393,0.229,0.095,0.245,0,0,0,0,0,0,22.715,8.485,14.231,22.459,-0.156574067,0
"238",1955,620.1955,620,"Libya",1,1,3,4,3,4,0,0,0,0,0,1623933,1623.932983,7.392606253,4,4,0.150999993,0,0,0,4,1.954698324,0,0,0,0,0,0.002678746,3,0,0,NA,0.266991112,0.494603584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,-7,0,7,0.076,0.124,0.061,0.118,0,0,0,0,0,0,21.532,7.638,13.894,20.782,0.261391459,0
"239",1955,93.1955,93,"Nicaragua",4,1,9,10,9,10,3,1,0,0,0,128883,128.8829956,4.858904982,115,19,0.40200001,0,NA,1,NA,2.332144022,0,0,0,0,3,0.004946876,5,2,0,NA,0.180442762,0.484631117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-8,0,8,0.152,0.036,0.029,0.031,0,0,0,0,0,0,22.59,8.493,14.097,22.336,0.22021326,0
"240",1955,770.1955,770,"Pakistan",2,2,7,8,8,9,0,0,0,0,0,1017998,1017.997986,6.925593219,9,4,0.532000005,0,NA,1,NA,3.784189701,0,0,0,0,1,0.014114402,1,2,2,NA,-0.496398985,0.396999729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184,0.165,0.064,0.097,0,0,0,0,0,0,24.881,7.033,17.849,21.464,-0.413509709,0
"241",1955,150.1955,150,"Paraguay",2,2,7,8,9,10,0,1,0,0,0,400653,400.6530151,5.993095754,140,1,0.131999999,0,NA,1,NA,0.741937339,0,0,0,0,1,0.00192158,5,0,0,NA,-0.175727587,0.41155401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9,0.126,0.043,0.048,0.03,0,0,0,0,0,0,22.027,7.752,14.275,21.39,-0.123057008,0
"242",1955,840.1955,840,"Philippines",2,2,8,9,9,10,0,0,0,0,0,294202,294.2019958,5.684266592,10,5,0.160999998,0,NA,1,NA,3.104586601,0,0,0,0,1,0.019770538,3,0,0,NA,-0.831687298,0.317982455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1,0.392,0.275,0.259,0.171,0,0,0,0,0,0,24.621,7.693,16.928,23.929,-1.117027565,0
"243",1955,670.1955,670,"SaudiArabia",1,1,9,10,9,10,0,1,0,0,0,1963227,1963.227051,7.582344853,24,29,0.552999973,0,0,0,24,2.525728703,0,0,0,0,0,1.921929002,3,2,0,NA,0.536193734,0.529775725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-10,0,10,0.015,0.033,0.012,0.056,0,0,0,0,0,0,23.78,8.639,15.14,23.564,0.623064789,0
"244",1955,560.1955,560,"SouthAfrica",1,1,9,10,9,10,0,1,0,0,0,2053301,2053.301025,7.627204033,46,45,0.879999995,0,0,0,46,2.163322926,0,0,0,0,0,1.16434586,3,0,0,NA,-0.428138369,0.354785463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,7,3,0.208,0.101,0.134,0.05,0,0,0,0,0,0,25.237,8.735,16.502,25.043,-0.358764882,0
"245",1955,817.1955,817,"SouthVietnam",2,2,0,1,1,2,0,0,0,0,1,170073,170.072998,5.136227745,2,0,0.232999995,1,NA,1,NA,NA,0,0,0,1,1,0.001098397,5,1,0,NA,-1.805353188,0.225962781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4,0.182,0.084,0.129,0.096,0,0,1,1,1,1,15.456,0.356,16.305,0,-1.780969104,1
"246",1955,652.1955,652,"Syria",1,1,9,10,9,10,0,0,0,0,0,188436,188.4360046,5.238758451,10,1,0.58099997,0,0,0,10,1.85629797,0,0,0,0,0,0.002364595,2,4,2,NA,-0.255537225,0.382096997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,0,0.324,0.201,0.115,0.193,0,0,0,0,0,0,23.8,8.651,15.149,23.587,-0.208772633,0
"247",1955,640.1955,640,"Turkey",1,1,9,10,9,10,0,1,0,0,0,781079,781.0789795,6.660676271,34,1,0.298999995,0,0,0,34,4.280824184,0,0,0,0,0,0.121192455,6,2,0,NA,-0.292773514,0.37259575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,1,0.439,0.244,0.187,0.232,0,0,0,0,0,0,25.382,8.438,16.945,25.111,-0.260497011,0
"248",1955,165.1955,165,"Uruguay",5,1,9,10,9,10,4,1,0,0,0,178357,178.3569946,5.183787129,126,3,0.217999995,0,NA,1,NA,0,0,0,0,0,4,0.011564283,3,0,0,NA,0.294319105,0.472976094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,0,0.797,0.674,0.603,0.614,0,0,0,0,0,0,23.735,9.109,14.626,23.606,0.310356477,0
"249",1955,101.1955,101,"Venezuela",4,1,9,10,9,10,3,1,0,0,0,916782,916.7819824,6.820869693,126,18,0.48300001,0,NA,1,NA,3.104586601,0,0,0,0,3,3.831461191,2,1,0,NA,-0.017024981,0.431233332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4,0.096,0.054,0.042,0.091,0,0,0,0,0,0,24.915,9.289,15.626,24.808,-0.025630474,0
"250",1956,760.1956,760,"Bhutan",1,1,7,8,7,8,0,0,0,0,0,39991,39.99100113,3.688654457,8,49,0.605000019,0,0,0,8,4.557029724,0,0,0,0,0,0.076944701,1,0,NA,NA,1.622542504,0.900837898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-10,0,10,0.032,0.11,0.027,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.547802009,0
"251",1956,140.1956,140,"Brazil",7,1,10,11,10,11,9,1,0,0,0,8523620,8523.620117,9.050596426,135,10,0.549000025,0,NA,1,NA,1.4109869,0,0,0,0,9,0.143751368,4,1,0,NA,-0.253299417,0.370549848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1,0.425,0.296,0.264,0.18,0,0,0,0,0,0,25.861,7.938,17.923,25.365,-0.216928263,0
"252",1956,775.1956,775,"Burma",3,3,5,6,8,9,0,0,0,0,9,670372,670.3720093,6.507832796,9,8,0.522000015,1,NA,1,NA,3.600048304,0,0,0,1,9,0.015964158,1,0,0,NA,-1.801210617,0.208548656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,1,0.447,0.298,0.248,0.217,0,0,0,0,0,0,23.31,6.505,16.807,0,-1.810228119,9
"253",1956,811.1956,811,"Cambodia",1,1,2,3,2,3,0,0,0,0,0,182847,182.8470001,5.208649738,3,0,0.186000004,0,0,0,3,0.693147182,0,0,0,0,0,0.000391318,1,1,1,NA,-1.237359248,0.230803025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9,0.258,0.139,0.087,0.129,0,0,0,0,0,0,22.364,6.963,15.402,0,-1.208395306,0
"254",1956,100.1956,100,"Colombia",2,1,10,11,10,11,1,1,0,0,0,1142726,1142.725952,7.041171873,127,8,0.656000018,0,NA,1,NA,3.640214205,0,0,0,0,1,0.121731244,5,1,0,NA,-1.69222395,0.21579701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-5,1,6,0.11,0.11,0.053,0.045,0,0,0,0,0,0,24.796,8.371,16.425,24.504,-1.756283049,0
