"","year","unique_id","ccode","state_name","event_num_all","event_num","start","stop","alt_start","alt_stop","num_before_46","left_censored","new_tc","new_tc_dummy","num_tc","area","area_1000","area_1000_log","country_age","durable","elf","exist_tc","first_tc","first_tc_alt","first_tc_count","lmtnest","sf","sf_onset","state_fail","tc_persists_alt","tc_tally","Devel","birth_type","rivals_thom","rivals_gd","hs_capacity","hrp_mean","hrp_sd","kills_mean","kills_median","ciri_disap","ciri_kill","ciri_polpris","ciri_tort","pts_amnesty","pts_state","pts_hrw","hath_tort","ucdp_low","ucdp_best","ucdp_high","polity","polity2","polity_democ","polity_autoc","v2x_polyarchy","v2x_libdem","v2x_partipdem","v2x_egaldem","acd_inter_ongoing","acd_inter_onset","acd_intra_ongoing","acd_intra_onset","acd_any_ongoing","acd_any_onset","wbgdp2011est","wbgdppc2011est","wbpopest","sdpest","lag_hrp","lag_num_tc"
"11",1946,660.1946,660,"Lebanon",1,1,0,1,0,1,0,1,0,0,0,10240,10.23999977,2.326301597,4,3,0.779999971,0,0,0,4,4.062165737,0,0,0,0,0,0.00222202,3,0,0,NA,-0.175475028,0.517282897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,0.34,0.204,0.085,0.228,0,0,0,0,0,0,22.307,8.363,13.944,22.012,NA,0
"12",1946,93.1946,93,"Nicaragua",4,1,0,1,0,1,3,1,0,0,0,128883,128.8829956,4.858904982,106,10,0.40200001,0,NA,1,NA,2.332144022,0,0,0,0,3,0,5,1,0,NA,0.151970532,0.585582827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-8,0,8,0.142,0.039,0.027,0.025,0,0,0,0,0,0,21.659,7.93,13.729,21.158,NA,0
"13",1946,150.1946,150,"Paraguay",1,1,0,1,0,1,0,1,0,0,0,400653,400.6530151,5.993095754,131,6,0.131999999,0,0,0,131,0.741937339,0,0,0,0,0,0.000854007,5,0,0,NA,-0.008220198,0.538909078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9,0.145,0.043,0.068,0.038,0,0,0,0,0,0,22.055,8.033,14.022,21.615,NA,0
"14",1946,840.1946,840,"Philippines",1,1,0,1,0,1,0,0,1,1,1,294202,294.2019958,5.684266592,1,2,0.160999998,0,1,1,1,3.104586601,0,0,0,0,1,0.001568744,3,0,0,NA,-1.578208959,0.284466006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,0.2,0.183,0.18,0.098,0,0,1,1,1,1,24.074,7.368,16.706,22.897,NA,1
"15",1946,670.1946,670,"SaudiArabia",1,1,0,1,0,1,0,1,0,0,0,1963227,1963.227051,7.582344853,15,20,0.552999973,0,0,0,15,2.525728703,0,0,0,0,0,1.954943776,3,2,0,NA,0.640130191,0.623875427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-10,0,10,0.009,0.035,0.008,0.03,0,0,0,0,0,0,23.198,8.17,15.029,22.827,NA,0
"16",1946,560.1946,560,"SouthAfrica",1,1,0,1,0,1,0,1,0,0,0,2053301,2053.301025,7.627204033,37,36,0.879999995,0,0,0,37,2.163322926,0,0,0,0,0,1.004093051,3,0,0,NA,-0.104047704,0.520594293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,7,3,0.254,0.13,0.15,0.05,0,0,0,0,0,0,24.635,8.402,16.234,24.353,NA,0
"17",1946,652.1946,652,"Syria",1,1,0,1,0,1,0,0,0,0,0,188436,188.4360046,5.238758451,1,2,0.58099997,0,0,0,1,1.85629797,0,0,0,0,0,0.000515053,2,3,0,NA,-0.181362567,0.511886417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,0,0.151,0.076,0.038,0.087,0,0,0,0,0,0,23.334,8.441,14.893,23.064,NA,0
"18",1946,640.1946,640,"Turkey",1,1,0,1,0,1,0,1,0,0,0,781079,781.0789795,6.660676271,25,0,0.298999995,0,0,0,25,4.280824184,0,0,0,0,0,0.10529995,6,2,0,NA,-0.091095692,0.530013023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,0,0.203,0.142,0.097,0.161,0,0,0,0,0,0,24.659,7.923,16.736,24.154,NA,0
"19",1946,165.1946,165,"Uruguay",5,1,0,1,0,1,4,1,0,0,0,178357,178.3569946,5.183787129,117,12,0.217999995,0,NA,1,NA,0,0,0,0,0,4,0.004322123,3,0,0,NA,0.242735975,0.553669696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,3,0.749,0.62,0.562,0.576,0,0,0,0,0,0,23.412,8.901,14.511,23.251,NA,0
"20",1946,101.1946,101,"Venezuela",4,1,0,1,0,1,3,1,0,0,0,916782,916.7819824,6.820869693,117,9,0.48300001,0,NA,1,NA,3.104586601,0,0,0,0,3,0.309562951,2,1,0,NA,0.01109505,0.539098767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4,0.174,0.15,0.119,0.15,0,0,0,0,0,0,24.485,9.231,15.253,24.371,NA,0
"21",1947,140.1947,140,"Brazil",7,1,1,2,1,2,9,1,0,0,0,8523620,8523.620117,9.050596426,126,1,0.549000025,0,NA,1,NA,1.4109869,0,0,0,0,9,0.12287572,4,1,0,NA,-0.062653161,0.500171167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1,0.393,0.276,0.242,0.156,0,0,0,0,0,0,25.56,7.905,17.655,25.043,-0.047558122,0
"22",1947,100.1947,100,"Colombia",2,1,1,2,1,2,1,1,0,0,0,1142726,1142.725952,7.041171873,118,17,0.656000018,0,NA,1,NA,3.640214205,0,0,0,0,1,0.082892142,5,1,0,NA,-1.21540668,0.358575659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1,0.26,0.167,0.092,0.075,0,0,0,0,0,0,24.388,8.226,16.162,24.041,-1.070727197,0
"23",1947,94.1947,94,"CostaRica",1,1,1,2,1,2,0,1,0,0,0,51403,51.40299988,3.939696534,108,28,0.238000005,0,0,0,108,3.144152403,0,0,0,0,0,0.021984259,5,0,0,NA,0.14121617,0.549329672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1,0.33,0.242,0.168,0.2,0,0,0,0,0,0,21.651,8.184,13.468,21.286,0.132685817,0
"24",1947,530.1947,530,"Ethiopia",1,1,1,2,1,2,0,1,0,0,0,1256379,1256.379028,7.135989075,7,1,0.75999999,0,0,0,7,4.268297672,0,0,0,0,0,0.00012397,6,0,0,NA,0.494485314,0.611883983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9,0.018,0.028,0.018,0.025,0,0,0,0,0,0,22.824,6.133,16.693,0,0.451776773,0
"25",1947,90.1947,90,"Guatemala",4,1,1,2,1,2,4,1,0,0,0,109654,109.6539993,4.697329948,108,3,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,4,0.000917855,2,0,0,NA,-0.332769898,0.46801267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1,0.383,0.229,0.222,0.156,0,0,0,0,0,0,22.903,8.175,14.728,22.534,-0.301175143,0
"26",1947,91.1947,91,"Honduras",2,1,1,2,1,2,1,1,0,0,0,112871,112.8710022,4.726245593,108,11,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0,5,2,0,NA,0.372373814,0.593147814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4,0.16,0.068,0.101,0.042,0,0,0,0,0,0,21.836,7.78,14.057,21.223,0.33616186,0
"27",1947,750.1947,750,"India",1,1,0,1,0,1,0,0,3,1,3,3060681,3060.680908,8.026392689,1,NA,0.81099999,1,1,1,1,2.631888866,0,0,0,0,3,0.092526972,1,1,1,NA,-0.63787872,0.426712374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,NA,-88,-88,0.229,0.109,0.155,0.123,0,0,0,0,0,0,26.724,7.048,19.678,23.671,NA,3
"28",1947,850.1947,850,"Indonesia",1,1,1,2,1,2,0,1,0,0,0,1478049,1478.04895,7.29847822,3,0,0.765999973,0,0,0,3,2.44234705,0,0,0,0,0,0.095120974,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,0.166,0.117,0.099,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"29",1947,630.1947,630,"Iran",8,1,1,2,1,2,9,1,0,0,0,1626150,1626.150024,7.393970552,48,6,0.66900003,0,NA,1,NA,3.671224594,0,0,0,0,9,0.078727424,6,0,1,NA,-0.463075785,0.426307538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,1,0.167,0.102,0.044,0.085,0,0,0,0,0,0,24.547,8.016,16.531,24.098,-0.414575935,0
"30",1947,645.1947,645,"Iraq",1,1,1,2,1,2,0,1,0,0,0,437463,437.4630127,6.08099216,16,23,0.549000025,0,0,0,16,1.945910096,0,0,0,0,0,0.581704557,3,3,0,NA,-0.511831936,0.413645393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,1,5,0.144,0.172,0.044,0.112,0,0,0,0,0,0,23.314,7.963,15.351,22.834,-0.473883759,0
"31",1947,663.1947,663,"Jordan",1,1,1,2,1,2,0,0,0,0,0,89491,89.49099731,4.494138032,2,1,0.509000003,0,0,0,2,2.721295357,0,0,0,0,0,0,3,3,0,NA,-0.07564881,0.492541338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9,0.109,0.147,0.039,0.147,0,0,0,0,0,0,21.319,7.806,13.514,20.728,-0.064249604,0
"32",1947,660.1947,660,"Lebanon",1,1,1,2,1,2,0,1,0,0,0,10240,10.23999977,2.326301597,5,4,0.779999971,0,0,0,5,4.062165737,0,0,0,0,0,0.002544047,3,0,0,NA,-0.198378117,0.493294713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,0.34,0.209,0.087,0.226,0,0,0,0,0,0,22.349,8.381,13.968,22.06,-0.175475028,0
"33",1947,93.1947,93,"Nicaragua",4,1,1,2,1,2,3,1,0,0,0,128883,128.8829956,4.858904982,107,11,0.40200001,0,NA,1,NA,2.332144022,0,0,0,0,3,0,5,1,0,NA,0.151258788,0.562812604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-8,0,8,0.131,0.034,0.026,0.023,0,0,0,0,0,0,21.731,7.964,13.767,21.251,0.151970532,0
"34",1947,770.1947,770,"Pakistan",1,1,0,1,0,1,0,0,1,1,1,936135,936.1350098,6.841759707,1,0,0.532000005,0,1,1,1,3.784189701,0,0,0,0,1,0.0000529,1,2,1,NA,-0.178335567,0.49260798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177,0.161,0.062,0.092,0,0,0,0,0,0,24.466,6.593,17.874,0,NA,1
"35",1947,150.1947,150,"Paraguay",1,1,1,2,1,2,0,1,1,1,1,400653,400.6530151,5.993095754,132,0,0.131999999,0,1,1,132,0.741937339,0,0,0,0,1,0.000890995,5,0,0,NA,-0.0265641,0.512312984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-5,1,6,0.139,0.036,0.061,0.036,0,0,1,1,1,1,22.03,7.979,14.051,21.559,-0.008220198,1
"36",1947,840.1947,840,"Philippines",2,2,0,1,1,2,0,0,0,0,1,294202,294.2019958,5.684266592,2,3,0.160999998,1,NA,1,NA,3.104586601,0,0,0,1,1,0.002675436,3,0,0,NA,-1.604167801,0.255670976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,0.358,0.262,0.248,0.14,0,0,1,0,1,0,24.124,7.395,16.73,23.005,-1.578208959,1
"37",1947,670.1947,670,"SaudiArabia",1,1,1,2,1,2,0,1,0,0,0,1963227,1963.227051,7.582344853,16,21,0.552999973,0,0,0,16,2.525728703,0,0,0,0,0,3.115764856,3,2,0,NA,0.689280835,0.613687011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-10,0,10,0.009,0.035,0.008,0.03,0,0,0,0,0,0,23.245,8.214,15.031,22.893,0.640130191,0
"38",1947,560.1947,560,"SouthAfrica",1,1,1,2,1,2,0,1,0,0,0,2053301,2053.301025,7.627204033,38,37,0.879999995,0,0,0,38,2.163322926,0,0,0,0,0,1.075098991,3,0,0,NA,-0.111528608,0.492918136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,7,3,0.234,0.121,0.143,0.046,0,0,0,0,0,0,24.694,8.429,16.266,24.42,-0.104047704,0
"39",1947,652.1947,652,"Syria",1,1,1,2,1,2,0,0,0,0,0,188436,188.4360046,5.238758451,2,3,0.58099997,0,0,0,2,1.85629797,0,0,0,0,0,0.000627059,2,3,0,NA,-0.20880395,0.479735885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,0,0.204,0.136,0.093,0.141,0,0,0,0,0,0,23.355,8.442,14.913,23.086,-0.181362567,0
"40",1947,640.1947,640,"Turkey",1,1,1,2,1,2,0,1,0,0,0,781079,781.0789795,6.660676271,26,1,0.298999995,0,0,0,26,4.280824184,0,0,0,0,0,0.117832206,6,2,0,NA,-0.112983016,0.496417481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,0,0.228,0.149,0.104,0.172,0,0,0,0,0,0,24.717,7.962,16.755,24.236,-0.091095692,0
"41",1947,165.1947,165,"Uruguay",5,1,1,2,1,2,4,1,0,0,0,178357,178.3569946,5.183787129,118,13,0.217999995,0,NA,1,NA,0,0,0,0,0,4,0.005501014,3,0,0,NA,0.235932772,0.541554895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,3,0.802,0.661,0.603,0.617,0,0,0,0,0,0,23.468,8.941,14.527,23.314,0.242735975,0
"42",1947,101.1947,101,"Venezuela",4,1,1,2,1,2,3,1,0,0,0,916782,916.7819824,6.820869693,118,10,0.48300001,0,NA,1,NA,3.104586601,0,0,0,0,3,0.54462713,2,1,0,NA,0.006721081,0.520487257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4,0.293,0.187,0.153,0.187,0,0,0,0,0,0,24.586,9.302,15.284,24.48,0.01109505,0
"43",1948,140.1948,140,"Brazil",7,1,2,3,2,3,9,1,0,0,0,8523620,8523.620117,9.050596426,127,2,0.549000025,0,NA,1,NA,1.4109869,0,0,0,0,9,0.133742586,4,1,0,NA,-0.087125782,0.480789194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1,0.4,0.283,0.234,0.155,0,0,0,0,0,0,25.598,7.92,17.679,25.09,-0.062653161,0
"44",1948,775.1948,775,"Burma",1,1,0,1,0,1,0,0,8,1,8,670372,670.3720093,6.507832796,1,0,0.522000015,1,1,1,1,3.600048304,0,0,0,0,8,0.001945452,1,0,0,NA,-1.780779224,0.259848684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,1,0.23,0.139,0.162,0.131,0,0,1,1,1,1,23.236,6.572,16.665,0,NA,8
"45",1948,100.1948,100,"Colombia",2,1,2,3,2,3,1,1,0,0,0,1142726,1142.725952,7.041171873,119,0,0.656000018,0,NA,1,NA,3.640214205,0,0,0,0,1,0.067360722,5,1,0,NA,-1.450561792,0.274942857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-5,1,6,0.25,0.162,0.09,0.068,0,0,0,0,0,0,24.436,8.258,16.178,24.102,-1.21540668,0
"46",1948,94.1948,94,"CostaRica",1,1,2,3,2,3,0,1,1,1,1,51403,51.40299988,3.939696534,109,29,0.238000005,0,1,1,109,3.144152403,0,0,0,0,1,0.020989509,5,1,0,NA,0.138649109,0.537723502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,0,0.23,0.132,0.149,0.174,0,0,1,1,1,1,21.729,8.222,13.507,21.38,0.14121617,1
"47",1948,530.1948,530,"Ethiopia",1,1,2,3,2,3,0,1,0,0,0,1256379,1256.379028,7.135989075,8,2,0.75999999,0,0,0,8,4.268297672,0,0,0,0,0,0.0000788,6,0,0,NA,0.508423634,0.610762232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9,0.018,0.027,0.018,0.025,0,0,0,0,0,0,22.862,6.148,16.716,0,0.494485314,0
"48",1948,90.1948,90,"Guatemala",4,1,2,3,2,3,4,1,0,0,0,109654,109.6539993,4.697329948,109,4,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,4,0.00122065,2,0,0,NA,-0.36469253,0.42731582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1,0.387,0.226,0.224,0.157,0,0,0,0,0,0,22.922,8.164,14.759,22.548,-0.332769898,0
"49",1948,91.1948,91,"Honduras",2,1,2,3,2,3,1,1,0,0,0,112871,112.8710022,4.726245593,109,12,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0,5,2,0,NA,0.38946426,0.571048836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4,0.165,0.073,0.103,0.043,0,0,0,0,0,0,21.871,7.797,14.074,21.273,0.372373814,0
"50",1948,750.1948,750,"India",2,2,0,1,1,2,0,0,0,0,3,3060681,3060.680908,8.026392689,2,NA,0.81099999,1,NA,1,NA,2.631888866,0,0,0,1,3,0.087522507,1,2,1,NA,-0.702762621,0.384170878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,NA,-88,-88,0.194,0.157,0.16,0.174,1,1,1,1,1,1,26.699,7.039,19.661,23.444,-0.63787872,3
"51",1948,850.1948,850,"Indonesia",1,1,2,3,2,3,0,1,0,0,0,1478049,1478.04895,7.29847822,4,0,0.765999973,0,0,0,4,2.44234705,0,0,0,0,0,0.095120974,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,0.166,0.119,0.099,0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"52",1948,630.1948,630,"Iran",8,1,2,3,2,3,9,1,0,0,0,1626150,1626.150024,7.393970552,49,7,0.66900003,0,NA,1,NA,3.671224594,0,0,0,0,9,0.089534447,6,0,1,NA,-0.528900432,0.379977961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,1,0.171,0.103,0.043,0.086,0,0,0,0,0,0,24.574,8.035,16.539,24.135,-0.463075785,0
"53",1948,645.1948,645,"Iraq",1,1,2,3,2,3,0,1,0,0,0,437463,437.4630127,6.08099216,17,24,0.549000025,0,0,0,17,1.945910096,0,0,0,0,0,0.017179662,3,4,0,NA,-0.566106604,0.376351243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,1,5,0.144,0.172,0.043,0.112,1,1,0,0,1,1,23.34,7.964,15.376,22.861,-0.511831936,0
"54",1948,666.1948,666,"Israel",1,1,0,1,0,1,0,0,0,0,0,20784,20.7840004,3.034183479,1,0,0.526000023,0,0,0,1,0.993251801,0,0,0,0,0,0.009141602,5,4,3,NA,-0.092832521,0.491360229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,0,0.287,0.289,0.203,0.263,0,0,0,0,0,0,22.619,8.762,13.857,22.431,NA,0
"55",1948,663.1948,663,"Jordan",1,1,2,3,2,3,0,0,0,0,0,89491,89.49099731,4.494138032,3,2,0.509000003,0,0,0,3,2.721295357,0,0,0,0,0,0,3,4,1,NA,-0.074868116,0.481680236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9,0.148,0.157,0.043,0.157,1,1,0,0,1,1,21.359,7.822,13.537,20.781,-0.07564881,0
"56",1948,660.1948,660,"Lebanon",1,1,2,3,2,3,0,1,0,0,0,10240,10.23999977,2.326301597,6,5,0.779999971,0,0,0,6,4.062165737,0,0,0,0,0,0.002898931,3,0,0,NA,-0.228738135,0.467327104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,0.339,0.21,0.088,0.216,1,1,0,0,1,1,22.366,8.369,13.997,22.073,-0.198378117,0
"57",1948,93.1948,93,"Nicaragua",4,1,2,3,2,3,3,1,0,0,0,128883,128.8829956,4.858904982,108,12,0.40200001,0,NA,1,NA,2.332144022,0,0,0,0,3,0.007449349,5,2,0,NA,0.161070995,0.528001317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-8,0,8,0.138,0.034,0.027,0.024,0,0,0,0,0,0,21.788,7.984,13.804,21.321,0.151258788,0
"58",1948,770.1948,770,"Pakistan",2,2,0,1,1,2,0,0,0,0,1,936135,936.1350098,6.841759707,2,0,0.532000005,1,NA,1,NA,3.784189701,0,0,0,1,1,0.003255147,1,2,1,NA,-0.201302352,0.464080641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181,0.178,0.064,0.095,0,0,0,0,0,0,24.525,6.634,17.892,0,-0.178335567,1
"59",1948,150.1948,150,"Paraguay",2,2,0,1,2,3,0,1,0,0,0,400653,400.6530151,5.993095754,133,1,0.131999999,0,NA,1,NA,0.741937339,0,0,0,0,1,0.001137467,5,0,0,NA,-0.040678765,0.496959547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-5,1,6,0.159,0.059,0.063,0.034,0,0,0,0,0,0,22.031,7.961,14.07,21.549,-0.0265641,0
"60",1948,840.1948,840,"Philippines",2,2,1,2,2,3,0,0,0,0,1,294202,294.2019958,5.684266592,3,4,0.160999998,1,NA,1,NA,3.104586601,0,0,0,1,1,0.003327165,3,0,0,NA,-1.575332893,0.235827328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,0.368,0.268,0.251,0.148,0,0,1,0,1,0,24.198,7.455,16.744,23.193,-1.604167801,1
