year,unique_id,ccode,state_name,event_num_all,event_num,start,stop,alt_start,alt_stop,num_before_81,left_censored,new_tc,new_tc_dummy,num_tc,area,area_1000,area_1000_log,country_age,durable,elf,exist_tc,first_tc,first_tc_alt,first_tc_count,lmtnest,sf,sf_onset,state_fail,tc_persists_alt,tc_tally,Devel,birth_type,rivals_thom,rivals_gd,hs_capacity,hrp_mean,hrp_sd,kills_mean,kills_median,ciri_disap,ciri_kill,ciri_polpris,ciri_tort,pts_amnesty,pts_state,pts_hrw,hath_tort,ucdp_low,ucdp_best,ucdp_high,polity,polity2,polity_democ,polity_autoc,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_egaldem,acd_inter_ongoing,acd_inter_onset,acd_intra_ongoing,acd_intra_onset,acd_any_ongoing,acd_any_onset,wbgdp2011est,wbgdppc2011est,wbpopest,sdpest,lag_hrp,lag_num_tc
2004,90.2004,90,Guatemala,9,1,23,24,23,24,9,1,0,0,0,109654,109.6539993,4.697329948,165,8,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.178257197,2,0,NA,0.160099998,-0.108279644,0.226663558,0,0,2,1,2,0,2,3,NA,NA,0,NA,NA,8,8,8,0,0.628,0.418,0.401,0.25,0,0,0,0,0,0,25.112,8.81,16.302,24.934,-0.195998674,0
2005,90.2005,90,Guatemala,9,1,24,25,24,25,9,1,0,0,0,109654,109.6539993,4.697329948,166,9,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.170582756,2,0,NA,0.286199987,-0.211931523,0.2341566,0,0,2,1,2,1,3,4,NA,NA,0,NA,NA,8,8,8,0,0.538,0.362,0.338,0.224,0,0,0,0,0,0,25.149,8.828,16.321,24.974,-0.108279644,0
2006,90.2006,90,Guatemala,9,1,25,26,25,26,9,1,0,0,0,109654,109.6539993,4.697329948,167,10,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.184725702,2,0,NA,0.268599987,-0.268199853,0.24428613,0,0,2,1,1,1,4,4,NA,NA,0,NA,NA,8,8,8,0,0.538,0.372,0.336,0.224,0,0,0,0,0,0,25.207,8.861,16.346,25.038,-0.211931523,0
2007,90.2007,90,Guatemala,9,1,26,27,26,27,9,1,0,0,0,109654,109.6539993,4.697329948,168,11,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.190589473,2,0,NA,0.221699998,-0.048715546,0.250370468,0,0,2,1,2,1,4,3,NA,NA,0,NA,NA,8,8,8,0,0.573,0.38,0.346,0.236,0,0,0,0,0,0,25.262,8.892,16.371,25.099,-0.268199853,0
2008,90.2008,90,Guatemala,9,1,27,28,27,28,9,1,0,0,0,109654,109.6539993,4.697329948,169,12,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.190589473,2,0,NA,0.229499996,0.177987391,0.224898064,0,0,2,1,2,1,2,3,NA,NA,0,NA,NA,8,8,8,0,0.611,0.394,0.376,0.255,0,0,0,0,0,0,25.307,8.918,16.389,25.148,-0.048715546,0
2009,90.2009,90,Guatemala,9,1,28,29,28,29,9,1,0,0,0,109654,109.6539993,4.697329948,170,13,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.190589473,2,0,NA,0.225700006,0.221997147,0.223272488,0,0,2,1,2,1,3,3,NA,NA,0,NA,NA,8,8,8,0,0.572,0.391,0.353,0.243,0,0,0,0,0,0,25.331,8.912,16.419,25.171,0.177987391,0
2010,90.201,90,Guatemala,9,1,29,30,29,30,9,1,0,0,0,109654,109.6539993,4.697329948,171,14,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.190589473,2,0,NA,0.235200003,0.289283761,0.215028574,0,0,2,1,2,1,3,3,NA,NA,0,NA,NA,8,8,8,0,0.561,0.384,0.336,0.253,0,0,0,0,0,0,25.366,8.915,16.451,25.207,0.221997147,0
1981,404.1981,404,Guinea-Bissau,1,1,0,1,0,1,0,0,0,0,0,33462,33.4620018,3.51041052,8,7,0.818000019,0,0,0,8,0,0,0,0,0,0,0.038521178,5,0,0,-0.727800012,0.158722004,0.230568139,NA,NA,2,2,1,2,2,2,NA,NA,NA,NA,NA,-9,-9,0,9,0.1,0.051,0.063,0.097,0,0,0,0,0,0,20.917,7.325,13.592,19.637,0.039750227,0
1982,404.1982,404,Guinea-Bissau,1,1,1,2,1,2,0,0,0,0,0,33462,33.4620018,3.51041052,9,8,0.818000019,0,0,0,9,0,0,0,0,0,0,0.038505081,5,0,0,-0.81370002,0.218926385,0.222631782,NA,NA,2,2,1,1,2,2,NA,NA,NA,NA,NA,-9,-9,0,9,0.1,0.051,0.063,0.101,0,0,0,0,0,0,20.942,7.326,13.617,19.665,0.158722004,0
1983,404.1983,404,Guinea-Bissau,1,1,2,3,2,3,0,0,0,0,0,33462,33.4620018,3.51041052,10,9,0.818000019,0,0,0,10,0,0,0,0,0,0,0.038078949,5,0,0,-0.880100012,0.296955492,0.237260572,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,-9,-9,0,9,0.1,0.051,0.063,0.101,0,0,0,0,0,0,20.935,7.301,13.635,19.59,0.218926385,0
1984,404.1984,404,Guinea-Bissau,1,1,3,4,3,4,0,0,0,0,0,33462,33.4620018,3.51041052,11,10,0.818000019,0,0,0,11,0,0,0,0,0,0,0.028843047,5,0,0,-0.927600026,0.274799516,0.255844745,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,-8,-8,0,8,0.1,0.051,0.065,0.101,0,0,0,0,0,0,20.937,7.276,13.661,19.517,0.296955492,0
1985,404.1985,404,Guinea-Bissau,1,1,4,5,4,5,0,0,0,0,0,33462,33.4620018,3.51041052,12,11,0.818000019,0,0,0,12,0,0,0,0,0,0,0.028072378,5,0,0,-0.885800004,0.08354672,0.223013241,NA,NA,2,1,1,1,2,2,NA,4,NA,NA,NA,-8,-8,0,8,0.1,0.051,0.065,0.101,0,0,0,0,0,0,20.931,7.244,13.688,19.403,0.274799516,0
1986,404.1986,404,Guinea-Bissau,1,1,5,6,5,6,0,0,0,0,0,33462,33.4620018,3.51041052,13,12,0.818000019,0,0,0,13,0,0,0,0,0,0,0.027324446,5,0,0,-0.917500019,0.046723592,0.211592503,NA,NA,2,1,1,1,2,2,NA,3,NA,NA,NA,-8,-8,0,8,0.1,0.052,0.065,0.088,0,0,0,0,0,0,20.993,7.282,13.711,19.592,0.08354672,0
1987,404.1987,404,Guinea-Bissau,1,1,6,7,6,7,0,0,0,0,0,33462,33.4620018,3.51041052,14,13,0.818000019,0,0,0,14,0,0,0,0,0,0,0.026496172,5,0,0,-1.169999957,0.107585384,0.212207808,NA,NA,2,1,1,2,2,2,NA,2,NA,NA,NA,-8,-8,0,8,0.1,0.056,0.065,0.088,0,0,0,0,0,0,21.039,7.307,13.733,19.712,0.046723592,0
1988,404.1988,404,Guinea-Bissau,1,1,7,8,7,8,0,0,0,0,0,33462,33.4620018,3.51041052,15,14,0.818000019,0,0,0,15,0,0,0,0,0,0,0.025303386,5,0,0,-1.17900002,0.099393103,0.209973168,NA,NA,2,1,1,1,2,2,NA,3,NA,NA,NA,-8,-8,0,8,0.1,0.056,0.065,0.088,0,0,0,0,0,0,21.093,7.345,13.749,19.862,0.107585384,0
1989,404.1989,404,Guinea-Bissau,1,1,8,9,8,9,0,0,0,0,0,33462,33.4620018,3.51041052,16,15,0.818000019,0,0,0,16,0,0,0,0,0,0,0.025027683,5,1,0,-1.029000044,0.165738447,0.217605511,0,0,2,2,1,1,2,2,NA,3,0,NA,NA,-8,-8,0,8,0.1,0.056,0.065,0.094,0,0,0,0,0,0,21.126,7.349,13.778,19.905,0.099393103,0
1990,404.199,404,Guinea-Bissau,1,1,9,10,9,10,0,0,0,0,0,33462,33.4620018,3.51041052,17,16,0.818000019,0,0,0,17,0,0,0,0,0,0,0.025101872,5,1,0,-1.082999945,0.242750527,0.214013782,0,0,2,2,1,1,2,2,NA,2,0,NA,NA,-8,-8,0,8,0.112,0.05,0.064,0.116,0,0,0,0,0,0,21.161,7.366,13.796,19.981,0.165738447,0
1991,404.1991,404,Guinea-Bissau,1,1,10,11,10,11,0,0,0,0,0,33462,33.4620018,3.51041052,18,17,0.818000019,0,0,0,18,0,0,0,0,0,0,0.024159577,5,1,0,-1.126999974,0.234372605,0.223000661,0,0,2,2,1,1,1,2,NA,2,0,NA,NA,-5,-5,0,5,0.112,0.05,0.064,0.116,0,0,0,0,0,0,21.189,7.372,13.817,20.022,0.242750527,0
1992,404.1992,404,Guinea-Bissau,1,1,11,12,11,12,0,0,0,0,0,33462,33.4620018,3.51041052,19,18,0.818000019,0,0,0,19,0,0,0,0,0,0,0.023244433,5,1,0,-1.062999964,0.012499553,0.207639749,0,0,2,2,2,0,2,3,NA,3,0,NA,NA,-5,-5,0,5,0.142,0.059,0.071,0.124,0,0,0,0,0,0,21.165,7.326,13.839,19.888,0.234372605,0
1993,404.1993,404,Guinea-Bissau,1,1,12,13,12,13,0,0,0,0,0,33462,33.4620018,3.51041052,20,19,0.818000019,0,0,0,20,0,0,0,0,0,0,0.022839855,5,1,0,-1.088999987,-0.086394576,0.202262063,0,0,2,1,1,0,2,3,NA,4,0,NA,NA,-5,-5,0,5,0.161,0.079,0.087,0.126,0,0,0,0,0,0,21.219,7.355,13.864,20.012,0.012499553,0
1994,404.1994,404,Guinea-Bissau,1,1,13,14,13,14,0,0,0,0,0,33462,33.4620018,3.51041052,21,0,0.818000019,0,0,0,21,0,0,0,0,0,0,0.022784416,5,1,0,-1.136000037,0.035415951,0.207281117,0,0,2,2,0,0,2,2,NA,3,0,NA,NA,2,2,2,0,0.226,0.143,0.098,0.153,0,0,0,0,0,0,21.28,7.392,13.889,20.156,-0.086394576,0
1995,404.1995,404,Guinea-Bissau,1,1,14,15,14,15,0,0,0,0,0,33462,33.4620018,3.51041052,22,1,0.818000019,0,0,0,22,0,0,0,0,0,0,0.022184104,5,1,0,-1.037999988,0.101984236,0.234765952,0,0,2,2,2,1,NA,2,NA,3,0,NA,NA,2,2,2,0,0.4,0.208,0.168,0.216,0,0,0,0,0,0,21.319,7.408,13.911,20.227,0.035415951,0
1996,404.1996,404,Guinea-Bissau,1,1,15,16,15,16,0,0,0,0,0,33462,33.4620018,3.51041052,23,2,0.818000019,0,0,0,23,0,0,0,0,0,0,0.021410696,5,1,0,-1.095000029,-0.007904245,0.229302931,0,0,2,1,2,1,3,2,NA,2,0,NA,NA,2,2,2,0,0.4,0.219,0.168,0.212,0,0,0,0,0,0,21.366,7.43,13.937,20.316,0.101984236,0
1997,404.1997,404,Guinea-Bissau,1,1,16,17,16,17,0,0,0,0,0,33462,33.4620018,3.51041052,24,3,0.818000019,0,0,0,24,0,0,0,0,0,0,0.021035532,5,1,0,-1.098999977,-0.231293358,0.285372371,0,0,2,2,2,0,NA,3,NA,2,0,NA,NA,2,2,2,0,0.4,0.206,0.168,0.208,0,0,0,0,0,0,21.393,7.436,13.957,20.355,-0.007904245,0
1998,404.1998,404,Guinea-Bissau,1,1,17,18,17,18,0,0,1,1,1,33462,33.4620018,3.51041052,25,0,0.818000019,0,1,1,25,0,1,1,1,0,1,0.020557698,5,1,0,-1.049000025,-0.937447099,0.288463764,0.226666667,0,NA,NA,NA,NA,4,5,NA,4,0,NA,NA,-77,0,-77,-77,0.377,0.187,0.16,0.198,0,0,0,0,0,0,21.303,7.32,13.983,20.01,-0.231293358,1
1999,404.1999,404,Guinea-Bissau,2,2,0,1,18,19,0,0,0,0,1,33462,33.4620018,3.51041052,26,0,0.818000019,1,NA,1,NA,0,1,NA,1,1,1,0.020050976,5,1,0,-1.008999944,-0.894072491,0.270861548,0.171333333,0,2,1,0,0,4,4,NA,3,0,NA,NA,-88,3,-88,-88,0.382,0.201,0.16,0.198,0,0,0,0,0,0,21.33,7.322,14.008,20.043,-0.937447099,1
2000,404.2,404,Guinea-Bissau,2,2,1,2,19,20,0,0,0,0,0,33462,33.4620018,3.51041052,27,0,0.818000019,0,NA,1,NA,0,0,0,0,0,1,0.019162396,5,1,0,-0.896000028,0.689845033,0.283450037,0,0,2,2,2,1,2,2,NA,NA,0,NA,NA,5,5,5,0,0.412,0.227,0.18,0.203,0,0,0,0,0,0,21.347,7.319,14.029,20.052,-0.894072491,0
2001,404.2001,404,Guinea-Bissau,2,2,2,3,20,21,0,0,0,0,0,33462,33.4620018,3.51041052,28,1,0.818000019,0,NA,1,NA,0,0,0,0,0,1,0.018723316,5,0,0,-0.890200019,0.726273213,0.244474662,0,0,2,2,1,1,2,2,NA,NA,0,NA,NA,5,5,5,0,0.417,0.224,0.186,0.197,0,0,0,0,0,0,21.351,7.304,14.048,20.015,0.689845033,0
2002,404.2002,404,Guinea-Bissau,2,2,3,4,21,22,0,0,0,0,0,33462,33.4620018,3.51041052,29,2,0.818000019,0,NA,1,NA,0,0,0,0,0,1,0.018216599,5,0,NA,-0.927699983,0.75512702,0.227956595,0,0,2,2,1,0,2,2,NA,NA,0,NA,NA,5,5,5,0,0.444,0.237,0.197,0.198,0,0,0,0,0,0,21.357,7.283,14.074,19.96,0.726273213,0
2003,404.2003,404,Guinea-Bissau,2,2,4,5,22,23,0,0,0,0,0,33462,33.4620018,3.51041052,30,0,0.818000019,0,NA,1,NA,0,0,0,0,0,1,0.01777208,5,0,NA,-0.848500013,0.767113054,0.222823029,0,0,2,1,1,0,2,2,NA,NA,0,NA,NA,-1,-1,1,2,0.388,0.113,0.163,0.206,0,0,0,0,0,0,21.354,7.254,14.1,19.862,0.75512702,0
2004,404.2004,404,Guinea-Bissau,2,2,5,6,23,24,0,0,0,0,0,33462,33.4620018,3.51041052,31,1,0.818000019,0,NA,1,NA,0,0,0,0,0,1,0.016281225,5,0,NA,-0.886300027,0.829637966,0.23225673,0,0,2,1,2,1,2,2,NA,NA,0,NA,NA,-1,-1,1,2,0.356,0.198,0.151,0.205,0,0,0,0,0,0,21.372,7.249,14.123,19.864,0.767113054,0
2005,404.2005,404,Guinea-Bissau,2,2,6,7,24,25,0,0,0,0,0,33462,33.4620018,3.51041052,32,0,0.818000019,0,NA,1,NA,0,0,0,0,0,1,0.015814245,5,0,NA,-0.891600013,0.814009067,0.230506388,0,0,2,1,2,1,2,3,NA,NA,0,NA,NA,6,6,6,0,0.443,0.248,0.18,0.229,0,0,0,0,0,0,21.394,7.254,14.141,19.901,0.829637966,0
2006,404.2006,404,Guinea-Bissau,2,2,7,8,25,26,0,0,0,0,0,33462,33.4620018,3.51041052,33,1,0.818000019,0,NA,1,NA,0,0,0,0,0,1,0.015360338,5,0,NA,-0.736800015,0.930949611,0.244384463,0,0,2,2,1,1,3,2,NA,NA,0,NA,NA,6,6,6,0,0.49,0.264,0.187,0.25,0,0,0,0,0,0,21.416,7.252,14.164,19.918,0.814009067,0
2007,404.2007,404,Guinea-Bissau,2,2,8,9,26,27,0,0,0,0,0,33462,33.4620018,3.51041052,34,2,0.818000019,0,NA,1,NA,0,0,0,0,0,1,0.014902988,5,0,NA,-0.794399977,1.085864639,0.259231813,0,0,2,2,1,1,2,1,NA,NA,0,NA,NA,6,6,6,0,0.49,0.294,0.187,0.25,0,0,0,0,0,0,21.422,7.234,14.188,19.859,0.930949611,0
2008,404.2008,404,Guinea-Bissau,2,2,9,10,27,28,0,0,0,0,0,33462,33.4620018,3.51041052,35,3,0.818000019,0,NA,1,NA,0,0,0,0,0,1,0.014902988,5,0,NA,-0.847599983,0.945156825,0.269504806,0,0,2,1,1,1,1,2,NA,NA,0,NA,NA,6,6,6,0,0.433,0.219,0.166,0.227,0,0,0,0,0,0,21.469,7.261,14.209,19.999,1.085864639,0
2009,404.2009,404,Guinea-Bissau,2,2,10,11,28,29,0,0,0,0,0,33462,33.4620018,3.51041052,36,4,0.818000019,0,NA,1,NA,0,0,0,0,0,1,0.014902988,5,0,NA,-0.84009999,0.591156509,0.257782073,0,0,2,1,1,1,4,3,NA,NA,0,NA,NA,6,6,7,1,0.478,0.259,0.201,0.248,0,0,0,0,0,0,21.529,7.297,14.233,20.172,0.945156825,0
2010,404.201,404,Guinea-Bissau,2,2,11,12,29,30,0,0,0,0,0,33462,33.4620018,3.51041052,37,5,0.818000019,0,NA,1,NA,0,0,0,0,0,1,0.014902988,5,0,NA,-0.654799998,0.691919096,0.230080736,0,0,2,2,1,1,3,2,NA,NA,0,NA,NA,6,6,7,1,0.462,0.271,0.197,0.246,0,0,0,0,0,0,21.58,7.322,14.259,20.292,0.591156509,0
1981,91.1981,91,Honduras,2,1,0,1,0,1,1,1,0,0,0,112871,112.8710022,4.726245593,142,0,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.103585541,5,2,0,-0.322400004,-1.139255685,0.218250806,NA,NA,0,1,0,0,4,3,NA,NA,NA,NA,NA,-88,4,-88,-88,0.17,0.078,0.129,0.053,0,0,0,0,0,0,23.215,8.125,15.09,22.823,-0.686058383,0
1982,91.1982,91,Honduras,2,1,1,2,1,2,1,1,0,0,0,112871,112.8710022,4.726245593,143,0,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.093299836,5,2,0,-0.2579,-1.168524572,0.19820594,NA,NA,1,1,1,0,4,2,NA,NA,NA,NA,NA,6,6,6,0,0.398,0.176,0.167,0.158,0,0,0,0,0,0,23.225,8.106,15.12,22.824,-1.139255685,0
1983,91.1983,91,Honduras,2,1,2,3,2,3,1,1,0,0,0,112871,112.8710022,4.726245593,144,1,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.103539385,5,2,0,-0.277500004,-1.16984897,0.190036967,NA,NA,1,1,2,0,4,2,NA,NA,NA,NA,NA,6,6,6,0,0.403,0.173,0.179,0.151,0,0,0,0,0,0,23.237,8.086,15.151,22.826,-1.168524572,0
1984,91.1984,91,Honduras,2,1,3,4,3,4,1,1,0,0,0,112871,112.8710022,4.726245593,145,2,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.075056285,5,2,0,-0.459699988,-1.182119719,0.194458966,NA,NA,1,1,2,0,4,3,NA,NA,NA,NA,NA,6,6,6,0,0.403,0.176,0.186,0.151,0,0,0,0,0,0,23.268,8.082,15.187,22.855,-1.16984897,0
1985,91.1985,91,Honduras,2,1,4,5,4,5,1,1,0,0,0,112871,112.8710022,4.726245593,146,3,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.073188476,5,2,0,-0.331,-1.033337212,0.191452549,NA,NA,2,2,1,0,3,3,NA,2,NA,NA,NA,5,5,5,0,0.405,0.183,0.187,0.163,0,0,0,0,0,0,23.314,8.096,15.218,22.907,-1.182119719,0
1986,91.1986,91,Honduras,2,1,5,6,5,6,1,1,0,0,0,112871,112.8710022,4.726245593,147,4,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.072229244,5,2,0,-0.337000012,-1.001256327,0.184406666,NA,NA,2,2,1,0,3,3,NA,2,NA,NA,NA,5,5,5,0,0.418,0.182,0.205,0.169,0,0,0,0,0,0,23.337,8.082,15.255,22.924,-1.033337212,0
1987,91.1987,91,Honduras,2,1,6,7,6,7,1,1,0,0,0,112871,112.8710022,4.726245593,148,5,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.072064593,5,2,0,-0.305999994,-1.064068559,0.187108156,NA,NA,1,1,2,0,3,3,NA,3,NA,NA,NA,5,5,5,0,0.448,0.196,0.215,0.178,0,0,0,0,0,0,23.389,8.108,15.281,22.989,-1.001256327,0
1988,91.1988,91,Honduras,2,1,7,8,7,8,1,1,0,0,0,112871,112.8710022,4.726245593,149,6,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.069647513,5,1,0,-0.166299999,-1.084584664,0.189226698,NA,NA,1,1,1,0,4,3,NA,3,NA,NA,NA,5,5,5,0,0.448,0.21,0.223,0.178,0,0,0,0,0,0,23.433,8.126,15.307,23.041,-1.064068559,0
1989,91.1989,91,Honduras,2,1,8,9,8,9,1,1,0,0,0,112871,112.8710022,4.726245593,150,7,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.076760054,5,1,0,-0.130099997,-1.003260524,0.197352991,0.052,0,1,1,2,0,3,3,NA,3,0,NA,NA,6,6,6,0,0.452,0.205,0.225,0.179,0,0,0,0,0,0,23.47,8.134,15.337,23.083,-1.084584664,0
1990,91.199,91,Honduras,2,1,9,10,9,10,1,1,0,0,0,112871,112.8710022,4.726245593,151,8,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.111123279,5,1,0,-0.143600002,-0.920635101,0.194396135,0.072,0,1,0,2,0,3,3,NA,4,0,NA,NA,6,6,6,0,0.529,0.243,0.248,0.208,0,0,0,0,0,0,23.502,8.132,15.37,23.114,-1.003260524,0
1991,91.1991,91,Honduras,2,1,10,11,10,11,1,1,0,0,0,112871,112.8710022,4.726245593,152,9,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.105609834,5,1,0,-0.149000004,-0.719933019,0.200940657,0.003333333,0,2,1,1,1,3,3,NA,3,0,NA,NA,6,6,6,0,0.539,0.244,0.263,0.223,0,0,0,0,0,0,23.543,8.142,15.402,23.159,-0.920635101,0
1992,91.1992,91,Honduras,2,1,11,12,11,12,1,1,0,0,0,112871,112.8710022,4.726245593,153,10,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.101469807,5,1,0,-0.081890002,-0.577202154,0.208312785,0.002666667,0,2,1,1,1,3,3,NA,3,0,NA,NA,6,6,6,0,0.562,0.277,0.274,0.239,0,0,0,0,0,0,23.578,8.154,15.424,23.2,-0.719933019,0
1993,91.1993,91,Honduras,2,1,12,13,12,13,1,1,0,0,0,112871,112.8710022,4.726245593,154,11,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.087726586,5,0,0,-0.058510002,-0.483485425,0.203977235,0,0,2,1,2,0,3,3,NA,4,0,NA,NA,6,6,6,0,0.56,0.269,0.273,0.238,0,0,0,0,0,0,23.634,8.174,15.46,23.265,-0.577202154,0
1994,91.1994,91,Honduras,2,1,13,14,13,14,1,1,0,0,0,112871,112.8710022,4.726245593,155,12,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.089946039,5,0,0,-0.078989998,-0.28470828,0.208827351,0,0,2,1,1,1,2,3,NA,3,0,NA,NA,6,6,6,0,0.555,0.281,0.276,0.23,0,0,0,0,0,0,23.663,8.18,15.484,23.296,-0.483485425,0
1995,91.1995,91,Honduras,2,1,14,15,14,15,1,1,0,0,0,112871,112.8710022,4.726245593,156,13,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.088176183,5,0,0,0.00304,-0.156414288,0.207254765,0,0,2,2,1,1,2,3,NA,3,0,NA,NA,6,6,6,0,0.565,0.287,0.296,0.225,0,0,0,0,0,0,23.711,8.203,15.508,23.355,-0.28470828,0
1996,91.1996,91,Honduras,2,1,15,16,15,16,1,1,0,0,0,112871,112.8710022,4.726245593,157,14,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.087213345,5,0,0,0.005715,-0.076275002,0.20227944,0,0,2,1,2,1,3,2,NA,3,0,NA,NA,6,6,6,0,0.586,0.297,0.31,0.232,0,0,0,0,0,0,23.733,8.197,15.536,23.374,-0.156414288,0
1997,91.1997,91,Honduras,2,1,16,17,16,17,1,1,0,0,0,112871,112.8710022,4.726245593,158,15,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.082998402,5,0,0,-0.02723,-0.014966428,0.204413074,0,0,2,1,2,1,2,2,NA,4,0,NA,NA,6,6,6,0,0.582,0.296,0.309,0.232,0,0,0,0,0,0,23.771,8.212,15.56,23.418,-0.076275002,0
1998,91.1998,91,Honduras,2,1,17,18,17,18,1,1,0,0,0,112871,112.8710022,4.726245593,159,16,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.090736464,5,0,0,-0.089709997,-0.108396384,0.205374245,0,0,2,1,1,1,2,3,NA,3,0,NA,NA,6,6,6,0,0.567,0.302,0.307,0.222,0,0,0,0,0,0,23.794,8.216,15.578,23.443,-0.014966428,0
1999,91.1999,91,Honduras,2,1,18,19,18,19,1,1,0,0,0,112871,112.8710022,4.726245593,160,17,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.089484334,5,0,0,-0.041359998,-0.22104409,0.212343717,0,0,1,0,2,0,3,3,NA,3,0,NA,NA,7,7,7,0,0.576,0.31,0.308,0.235,0,0,0,0,0,0,23.788,8.195,15.593,23.429,-0.108396384,0
2000,91.2,91,Honduras,2,1,19,20,19,20,1,1,0,0,0,112871,112.8710022,4.726245593,161,18,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.092540175,5,0,0,-0.166600004,-0.130035203,0.212158733,0,0,2,1,2,1,3,3,NA,NA,0,NA,NA,7,7,7,0,0.576,0.299,0.345,0.227,0,0,0,0,0,0,23.834,8.216,15.619,23.483,-0.22104409,0
2001,91.2001,91,Honduras,2,1,20,21,20,21,1,1,0,0,0,112871,112.8710022,4.726245593,162,19,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.091598012,5,0,0,-0.102799997,-0.060788789,0.21048083,0,0,2,1,2,1,2,3,NA,NA,0,NA,NA,7,7,7,0,0.573,0.297,0.343,0.237,0,0,0,0,0,0,23.871,8.236,15.636,23.528,-0.130035203,0
2002,91.2002,91,Honduras,2,1,21,22,21,22,1,1,0,0,0,112871,112.8710022,4.726245593,163,20,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.091598012,5,0,NA,-0.092739999,-0.097759075,0.206682656,0,0,2,1,2,1,3,3,NA,NA,0,NA,NA,7,7,7,0,0.538,0.282,0.328,0.227,0,0,0,0,0,0,23.905,8.25,15.656,23.568,-0.060788789,0
2003,91.2003,91,Honduras,2,1,22,23,22,23,1,1,0,0,0,112871,112.8710022,4.726245593,164,21,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.091598012,5,0,NA,-0.085620001,-0.163872056,0.224451343,0,0,2,0,2,1,4,3,NA,NA,0,NA,NA,7,7,7,0,0.555,0.289,0.332,0.225,0,0,0,0,0,0,23.957,8.28,15.677,23.631,-0.097759075,0
2004,91.2004,91,Honduras,2,1,23,24,23,24,1,1,0,0,0,112871,112.8710022,4.726245593,165,22,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.074012443,5,0,NA,0.02744,-0.130929106,0.214392187,0,0,2,1,1,0,3,3,NA,NA,0,NA,NA,7,7,7,0,0.555,0.289,0.332,0.234,0,0,0,0,0,0,24.01,8.313,15.698,23.698,-0.163872056,0
2005,91.2005,91,Honduras,2,1,24,25,24,25,1,1,0,0,0,112871,112.8710022,4.726245593,166,23,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.074012443,5,0,NA,0.087820001,-0.086208878,0.216176519,0,0,2,1,1,1,3,3,NA,NA,0,NA,NA,7,7,7,0,0.549,0.283,0.328,0.237,0,0,0,0,0,0,24.083,8.367,15.716,23.789,-0.130929106,0
2006,91.2006,91,Honduras,2,1,25,26,25,26,1,1,0,0,0,112871,112.8710022,4.726245593,167,24,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.074012443,5,0,NA,0.078019999,-0.106860369,0.214234514,0,0,1,1,2,1,3,3,NA,NA,0,NA,NA,7,7,7,0,0.481,0.275,0.286,0.239,0,0,0,0,0,0,24.127,8.39,15.738,23.841,-0.086208878,0
2007,91.2007,91,Honduras,2,1,26,27,26,27,1,1,0,0,0,112871,112.8710022,4.726245593,168,25,0.185000002,0,NA,1,NA,3.985273361,0,0,0,0,1,0.07703203,5,0,NA,0.1796,-0.154901614,0.216971798,0,0,1,1,1,1,3,3,NA,NA,0,NA,NA,7,7,7,0,0.502,0.281,0.301,0.244,0,0,0,0,0,0,24.184,8.431,15.753,23.911,-0.106860369,0
