"","alt_start","alt_stop","area","area_1000","area_1000_log","ccode","country_age","democ","durable","elec_dem_vdem","elf","event_num","exist_tc","first_tc","first_tc_alt","first_tc_count","lmtnest","new_tc","new_tc_dummy","num_tc","sf","sf_onset","start","state_fail","state_name","stop","tc_persists_alt","tc_tally","unique_id","Devel","year","birth_type","rivals_thom","rivals_gd","hs_capacity","hrp_mean","hrp_sd","kills_mean","kills_median","ciri_disap","ciri_kill","ciri_polpris","ciri_tort","pts_amnesty","pts_state","pts_hrw","hath_tort","ucdp_low","ucdp_best","ucdp_high","polity","polity2","polity_democ","polity_autoc"
"1",0,1,22209,22.20899963,3.100497595,80,1,NA,NA,NA,NA,1,0,0,0,1,NA,0,0,0,0,0,0,0,"Belize",1,0,0,80.1981,0.308024496,1981,3,1,0,NA,1.64767223648987,0.461724994643012,NA,NA,2,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1,2,22209,22.20899963,3.100497595,80,2,NA,NA,NA,NA,1,0,0,0,2,NA,0,0,0,0,0,1,0,"Belize",2,0,0,80.1982,0.326548934,1982,3,1,0,NA,1.7328199453744,0.424667785471473,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2,3,22209,22.20899963,3.100497595,80,3,NA,NA,NA,NA,1,0,0,0,3,NA,0,0,0,0,0,2,0,"Belize",3,0,0,80.1983,0.352540135,1983,3,1,0,NA,1.772673608342,0.406755501053095,NA,NA,2,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",3,4,22209,22.20899963,3.100497595,80,4,NA,NA,NA,NA,1,0,0,0,4,NA,0,0,0,0,0,3,0,"Belize",4,0,0,80.1984,0.256880611,1984,3,1,0,NA,1.77210414030842,0.390200581461142,NA,NA,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",4,5,22209,22.20899963,3.100497595,80,5,NA,NA,NA,NA,1,0,0,0,5,NA,0,0,0,0,0,4,0,"Belize",5,0,0,80.1985,0.250277072,1985,3,1,0,NA,1.83567352590497,0.382090582524211,NA,NA,2,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",5,6,22209,22.20899963,3.100497595,80,6,NA,NA,NA,NA,1,0,0,0,6,NA,0,0,0,0,0,5,0,"Belize",6,0,0,80.1986,0.234344274,1986,3,1,0,NA,1.85596302689141,0.395639129155417,NA,NA,2,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",6,7,22209,22.20899963,3.100497595,80,7,NA,NA,NA,NA,1,0,0,0,7,NA,0,0,0,0,0,6,0,"Belize",7,0,0,80.1987,0.202180877,1987,3,1,0,NA,1.85056116478099,0.386520986840499,NA,NA,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",7,8,22209,22.20899963,3.100497595,80,8,NA,NA,NA,NA,1,0,0,0,8,NA,0,0,0,0,0,7,0,"Belize",8,0,0,80.1988,0.194456235,1988,3,1,0,NA,1.91309186903783,0.3787651795076,NA,NA,2,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",8,9,22209,22.20899963,3.100497595,80,9,NA,NA,NA,NA,1,0,0,0,9,NA,0,0,0,0,0,8,0,"Belize",9,0,0,80.1989,0.19690384,1989,3,1,0,NA,1.94051874199783,0.357519580793093,0,0,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA
"10",9,10,22209,22.20899963,3.100497595,80,10,NA,NA,NA,NA,1,0,0,0,10,NA,0,0,0,0,0,9,0,"Belize",10,0,0,80.199,0.205839694,1990,3,1,0,NA,1.91414933846502,0.343480072236652,0,0,2,2,2,1,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA
"11",10,11,22209,22.20899963,3.100497595,80,11,NA,NA,NA,NA,1,0,0,0,11,NA,0,0,0,0,0,10,0,"Belize",11,0,0,80.1991,0.207245767,1991,3,1,0,NA,1.92655736739345,0.329316468674181,0,0,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA
"12",11,12,22209,22.20899963,3.100497595,80,12,NA,NA,NA,NA,1,0,0,0,12,NA,0,0,0,0,0,11,0,"Belize",12,0,0,80.1992,0.194230348,1992,3,1,0,NA,1.87877226227913,0.3211159849281,0,0,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA
"13",12,13,22209,22.20899963,3.100497595,80,13,NA,NA,NA,NA,1,0,0,0,13,NA,0,0,0,0,0,12,0,"Belize",13,0,0,80.1993,0.200440779,1993,3,1,0,NA,1.76596410957558,0.302254316191764,0,0,2,1,2,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA
"14",13,14,22209,22.20899963,3.100497595,80,14,NA,NA,NA,NA,1,0,0,0,14,NA,0,0,0,0,0,13,0,"Belize",14,0,0,80.1994,0.194778278,1994,3,0,0,NA,1.80151929039537,0.294130979715235,0,0,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA
"15",14,15,22209,22.20899963,3.100497595,80,15,NA,NA,NA,NA,1,0,0,0,15,NA,0,0,0,0,0,14,0,"Belize",15,0,0,80.1995,0.202965721,1995,3,0,0,NA,1.83370863072186,0.294228952320156,0,0,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA
"16",15,16,22209,22.20899963,3.100497595,80,16,NA,NA,NA,NA,1,0,0,0,16,NA,0,0,0,0,0,15,0,"Belize",16,0,0,80.1996,0.195035741,1996,3,0,0,NA,1.84463455585695,0.284416856855823,0,0,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA
"17",16,17,22209,22.20899963,3.100497595,80,17,NA,NA,NA,NA,1,0,0,0,17,NA,0,0,0,0,0,16,0,"Belize",17,0,0,80.1997,0.208039775,1997,3,0,0,NA,1.87248644872393,0.281735590455698,0,0,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA
"18",17,18,22209,22.20899963,3.100497595,80,18,NA,NA,NA,NA,1,0,0,0,18,NA,0,0,0,0,0,17,0,"Belize",18,0,0,80.1998,0.200957462,1998,3,0,0,NA,1.8717563866932,0.281261578363087,0,0,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA
"19",18,19,22209,22.20899963,3.100497595,80,19,NA,NA,NA,NA,1,0,0,0,19,NA,0,0,0,0,0,18,0,"Belize",19,0,0,80.1999,0.199054509,1999,3,0,0,NA,1.81543373915742,0.283091038954382,0,0,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA
"20",19,20,22209,22.20899963,3.100497595,80,20,NA,NA,NA,NA,1,0,0,0,20,NA,0,0,0,0,0,19,0,"Belize",20,0,0,80.2,0.204344794,2000,3,0,0,NA,1.67742852021245,0.295357068173945,0,0,2,1,2,0,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA
"21",20,21,22209,22.20899963,3.100497595,80,21,NA,NA,NA,NA,1,0,0,0,21,NA,0,0,0,0,0,20,0,"Belize",21,0,0,80.2001,0.180745542,2001,3,0,0,NA,1.61760026459504,0.323647862399703,0,0,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA
"22",21,22,22209,22.20899963,3.100497595,80,22,NA,NA,NA,NA,1,0,0,0,22,NA,0,0,0,0,0,21,0,"Belize",22,0,0,80.2002,0.179890335,2002,3,0,NA,NA,0.830958612435896,0.297190227742776,0,0,2,1,2,1,2,3,NA,NA,0,NA,NA,NA,NA,NA,NA
"23",22,23,22209,22.20899963,3.100497595,80,23,NA,NA,NA,NA,1,0,0,0,23,NA,0,0,0,0,0,22,0,"Belize",23,0,0,80.2003,0.183425739,2003,3,0,NA,NA,0.822520714008235,0.253839166522377,0,0,2,1,2,1,2,2,NA,NA,0,NA,NA,NA,NA,NA,NA
"24",23,24,22209,22.20899963,3.100497595,80,24,NA,NA,NA,NA,1,0,0,0,24,NA,0,0,0,0,0,23,0,"Belize",24,0,0,80.2004,0.208618864,2004,3,0,NA,NA,0.755584168543091,0.251683535308876,0,0,2,1,2,0,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA
"25",24,25,22209,22.20899963,3.100497595,80,25,NA,NA,NA,NA,1,0,0,0,25,NA,0,0,0,0,0,24,0,"Belize",25,0,0,80.2005,0.211340427,2005,3,0,NA,NA,0.722365406384606,0.238299919642026,0,0,2,1,2,0,2,3,NA,NA,0,NA,NA,NA,NA,NA,NA
"26",25,26,22209,22.20899963,3.100497595,80,26,NA,NA,NA,NA,1,0,0,0,26,NA,0,0,0,0,0,25,0,"Belize",26,0,0,80.2006,0.248696476,2006,3,0,NA,NA,0.923271715677633,0.240805977438748,0,0,2,2,2,0,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA
"27",26,27,22209,22.20899963,3.100497595,80,27,NA,NA,NA,NA,1,0,0,0,27,NA,0,0,0,0,0,26,0,"Belize",27,0,0,80.2007,0.264867157,2007,3,0,NA,NA,1.03109259450834,0.24452298151795,0,0,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,NA,NA,NA
"28",27,28,22209,22.20899963,3.100497595,80,28,NA,NA,NA,NA,1,0,0,0,28,NA,0,0,0,0,0,27,0,"Belize",28,0,0,80.2008,0.264867157,2008,3,0,NA,NA,0.962546051782734,0.247891097404091,0,0,2,1,2,1,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA
"29",28,29,22209,22.20899963,3.100497595,80,29,NA,NA,NA,NA,1,0,0,0,29,NA,0,0,0,0,0,28,0,"Belize",29,0,0,80.2009,0.264867157,2009,3,0,NA,NA,0.891359019387763,0.254124823778139,0,0,2,1,2,1,NA,3,NA,NA,0,NA,NA,NA,NA,NA,NA
"30",29,30,22209,22.20899963,3.100497595,80,30,NA,NA,NA,NA,1,0,0,0,30,NA,0,0,0,0,0,29,0,"Belize",30,0,0,80.201,0.264867157,2010,3,0,NA,NA,1.02605671734705,0.266842423423549,0,0,2,1,2,1,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA
"31",0,1,423504,423.5039978,6.048562954,89,1,5,0,NA,NA,1,0,0,0,1,3.763522863,0,0,0,0,0,0,0,"UPofCentA",1,0,0,89.1823,NA,1823,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",1,2,423504,423.5039978,6.048562954,89,2,5,0,NA,NA,1,0,0,0,2,3.763522863,0,0,0,0,0,1,0,"UPofCentA",2,0,0,89.1824,NA,1824,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,3
"33",2,3,423504,423.5039978,6.048562954,89,3,5,1,NA,NA,1,0,0,0,3,3.763522863,0,0,0,0,0,2,0,"UPofCentA",3,0,0,89.1825,NA,1825,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,3
"34",3,4,423504,423.5039978,6.048562954,89,4,5,2,NA,NA,1,0,0,0,4,3.763522863,0,0,0,0,0,3,0,"UPofCentA",4,0,0,89.1826,NA,1826,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,3
"35",4,5,423504,423.5039978,6.048562954,89,5,5,3,NA,NA,1,0,1,1,5,3.763522863,1,1,1,0,0,4,0,"UPofCentA",5,0,1,89.1827,NA,1827,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,3
"36",5,6,423504,423.5039978,6.048562954,89,6,5,4,NA,NA,2,1,NA,1,NA,3.763522863,0,0,1,0,0,0,0,"UPofCentA",1,1,1,89.1828,NA,1828,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,3
"37",6,7,423504,423.5039978,6.048562954,89,7,5,5,NA,NA,2,1,NA,1,NA,3.763522863,1,1,2,0,0,1,0,"UPofCentA",2,1,2,89.1829,NA,1829,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,3
"38",7,8,423504,423.5039978,6.048562954,89,8,5,6,NA,NA,3,1,NA,1,NA,3.763522863,0,0,1,0,0,0,0,"UPofCentA",1,1,2,89.183,NA,1830,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,3
"39",8,9,423504,423.5039978,6.048562954,89,9,5,7,NA,NA,3,0,NA,1,NA,3.763522863,0,0,0,0,0,1,0,"UPofCentA",2,0,2,89.1831,NA,1831,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,3
"40",9,10,423504,423.5039978,6.048562954,89,10,5,8,NA,NA,3,0,NA,1,NA,3.763522863,1,1,1,0,0,2,0,"UPofCentA",3,1,3,89.1832,NA,1832,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,3
"41",10,11,423504,423.5039978,6.048562954,89,11,5,9,NA,NA,4,1,NA,1,NA,3.763522863,1,1,1,0,0,0,0,"UPofCentA",1,1,4,89.1833,NA,1833,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,3
"42",11,12,423504,423.5039978,6.048562954,89,12,5,10,NA,NA,5,0,NA,1,NA,3.763522863,0,0,0,0,0,0,0,"UPofCentA",1,0,4,89.1834,NA,1834,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,3
"43",12,13,423504,423.5039978,6.048562954,89,13,5,11,NA,NA,5,0,NA,1,NA,3.763522863,1,1,1,0,0,1,0,"UPofCentA",2,1,5,89.1835,NA,1835,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,3
"44",13,14,423504,423.5039978,6.048562954,89,14,5,12,NA,NA,6,0,NA,1,NA,3.763522863,0,0,0,0,0,0,0,"UPofCentA",1,0,5,89.1836,NA,1836,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,3
"45",14,15,423504,423.5039978,6.048562954,89,15,5,13,NA,NA,6,0,NA,1,NA,3.763522863,1,1,1,0,0,1,0,"UPofCentA",2,1,6,89.1837,NA,1837,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,3
"46",15,16,423504,423.5039978,6.048562954,89,16,5,14,NA,NA,7,1,NA,1,NA,3.763522863,0,0,1,1,1,0,1,"UPofCentA",1,1,6,89.1838,NA,1838,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,3
"47",16,17,423504,423.5039978,6.048562954,89,0,5,0,NA,NA,7,1,NA,1,NA,3.763522863,0,0,1,0,0,1,0,"UPofCentA",2,1,6,89.1839,NA,1839,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",0,1,109654,109.6539993,4.697329948,90,1,1,1,NA,0.493000001,1,0,1,1,1,3.763522863,1,1,1,0,0,0,0,"Guatemala",1,0,1,90.184,0,1840,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"49",1,2,109654,109.6539993,4.697329948,90,2,1,2,NA,0.493000001,2,0,NA,1,NA,3.763522863,0,0,0,0,0,0,0,"Guatemala",1,0,1,90.1841,0,1841,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"50",2,3,109654,109.6539993,4.697329948,90,3,1,3,NA,0.493000001,2,0,NA,1,NA,3.763522863,0,0,0,0,0,1,0,"Guatemala",2,0,1,90.1842,0,1842,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"51",3,4,109654,109.6539993,4.697329948,90,4,1,4,NA,0.493000001,2,0,NA,1,NA,3.763522863,0,0,0,0,0,2,0,"Guatemala",3,0,1,90.1843,0,1843,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"52",4,5,109654,109.6539993,4.697329948,90,5,1,5,NA,0.493000001,2,0,NA,1,NA,3.763522863,0,0,0,0,0,3,0,"Guatemala",4,0,1,90.1844,0,1844,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"53",5,6,109654,109.6539993,4.697329948,90,6,1,6,NA,0.493000001,2,0,NA,1,NA,3.763522863,0,0,0,0,0,4,0,"Guatemala",5,0,1,90.1845,0,1845,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"54",6,7,109654,109.6539993,4.697329948,90,7,1,7,NA,0.493000001,2,0,NA,1,NA,3.763522863,0,0,0,0,0,5,0,"Guatemala",6,0,1,90.1846,0,1846,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"55",7,8,109654,109.6539993,4.697329948,90,8,1,8,NA,0.493000001,2,0,NA,1,NA,3.763522863,1,1,1,0,0,6,0,"Guatemala",7,0,2,90.1847,0,1847,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"56",8,9,109654,109.6539993,4.697329948,90,9,1,9,NA,0.493000001,3,1,NA,1,NA,3.763522863,2,1,3,0,0,0,0,"Guatemala",1,1,4,90.1848,0,1848,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"57",9,10,109654,109.6539993,4.697329948,90,10,1,10,NA,0.493000001,4,1,NA,1,NA,3.763522863,0,0,3,0,0,0,0,"Guatemala",1,1,4,90.1849,0,1849,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"58",10,11,109654,109.6539993,4.697329948,90,11,1,11,NA,0.493000001,4,1,NA,1,NA,3.763522863,0,0,2,0,0,1,0,"Guatemala",2,1,4,90.185,0,1850,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1,2
"59",11,12,109654,109.6539993,4.697329948,90,12,1,12,NA,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,2,0,"Guatemala",3,0,4,90.1851,0,1851,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1,2
"60",12,13,109654,109.6539993,4.697329948,90,13,1,13,NA,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,3,0,"Guatemala",4,0,4,90.1852,0,1852,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1,2
"61",13,14,109654,109.6539993,4.697329948,90,14,1,14,NA,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,4,0,"Guatemala",5,0,4,90.1853,0,1853,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1,2
"62",14,15,109654,109.6539993,4.697329948,90,15,1,15,NA,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,5,0,"Guatemala",6,0,4,90.1854,0,1854,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"63",15,16,109654,109.6539993,4.697329948,90,16,1,16,NA,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,6,0,"Guatemala",7,0,4,90.1855,0,1855,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"64",16,17,109654,109.6539993,4.697329948,90,17,1,17,NA,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,7,0,"Guatemala",8,0,4,90.1856,0,1856,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"65",17,18,109654,109.6539993,4.697329948,90,18,1,18,NA,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,8,0,"Guatemala",9,0,4,90.1857,0,1857,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"66",18,19,109654,109.6539993,4.697329948,90,19,1,19,NA,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,9,0,"Guatemala",10,0,4,90.1858,0,1858,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"67",19,20,109654,109.6539993,4.697329948,90,20,1,20,NA,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,10,0,"Guatemala",11,0,4,90.1859,0,1859,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"68",20,21,109654,109.6539993,4.697329948,90,21,1,21,NA,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,11,0,"Guatemala",12,0,4,90.186,0,1860,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"69",21,22,109654,109.6539993,4.697329948,90,22,1,22,NA,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,12,0,"Guatemala",13,0,4,90.1861,0,1861,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"70",22,23,109654,109.6539993,4.697329948,90,23,1,23,NA,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,13,0,"Guatemala",14,0,4,90.1862,0,1862,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"71",23,24,109654,109.6539993,4.697329948,90,24,1,24,NA,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,14,0,"Guatemala",15,0,4,90.1863,0,1863,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"72",24,25,109654,109.6539993,4.697329948,90,25,1,25,NA,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,15,0,"Guatemala",16,0,4,90.1864,0,1864,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"73",25,26,109654,109.6539993,4.697329948,90,26,1,26,NA,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,16,0,"Guatemala",17,0,4,90.1865,0,1865,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"74",26,27,109654,109.6539993,4.697329948,90,27,1,27,NA,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,17,0,"Guatemala",18,0,4,90.1866,0,1866,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"75",27,28,109654,109.6539993,4.697329948,90,28,1,28,NA,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,18,0,"Guatemala",19,0,4,90.1867,0,1867,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"76",28,29,109654,109.6539993,4.697329948,90,29,1,29,0.119,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,19,0,"Guatemala",20,0,4,90.1868,0,1868,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"77",29,30,109654,109.6539993,4.697329948,90,30,1,30,0.123,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,20,0,"Guatemala",21,0,4,90.1869,0,1869,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"78",30,31,109654,109.6539993,4.697329948,90,31,1,31,0.121,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,21,0,"Guatemala",22,0,4,90.187,0,1870,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"79",31,32,109654,109.6539993,4.697329948,90,32,-88,0,0.093,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,22,0,"Guatemala",23,0,4,90.1871,0,1871,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-2,-88,-88
"80",32,33,109654,109.6539993,4.697329948,90,33,-88,0,0.056,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,23,0,"Guatemala",24,0,4,90.1872,0,1872,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-2,-88,-88
"81",33,34,109654,109.6539993,4.697329948,90,34,1,0,0.086,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,24,0,"Guatemala",25,0,4,90.1873,0,1873,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1,2
"82",34,35,109654,109.6539993,4.697329948,90,35,1,1,0.107,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,25,0,"Guatemala",26,0,4,90.1874,0,1874,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1,2
"83",35,36,109654,109.6539993,4.697329948,90,36,1,2,0.107,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,26,0,"Guatemala",27,0,4,90.1875,0,1875,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1,2
"84",36,37,109654,109.6539993,4.697329948,90,37,1,0,0.112,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,27,0,"Guatemala",28,0,4,90.1876,0,1876,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-5,1,6
"85",37,38,109654,109.6539993,4.697329948,90,38,1,1,0.109,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,28,0,"Guatemala",29,0,4,90.1877,0,1877,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-5,1,6
"86",38,39,109654,109.6539993,4.697329948,90,39,1,2,0.111,0.493000001,4,0,NA,1,NA,3.763522863,0,0,0,0,0,29,0,"Guatemala",30,0,4,90.1878,0,1878,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-5,1,6
